r_m,J_amplitude_A_per_m2,J_phase_deg
5.632633121641426703e-04,2.211215010357761756e+06,-1.270236767202632109e+02
5.637518319491939198e-04,2.217542086718195118e+06,-1.268334244890468767e+02
5.642403517342451692e-04,2.223888122679980472e+06,-1.266431720239144170e+02
5.647288715192965271e-04,2.230253176587525290e+06,-1.264529193299691059e+02
5.652173913043477766e-04,2.236637306963614188e+06,-1.262626664123899189e+02
5.657059110893991345e-04,2.243040572509940248e+06,-1.260724132764299696e+02
5.661944308744503839e-04,2.249463032107659150e+06,-1.258821599274146052e+02
5.666829506595017418e-04,2.255904744817923754e+06,-1.256919063707398294e+02
5.671714704445529913e-04,2.262365769882435445e+06,-1.255016526118705258e+02
5.676599902296042407e-04,2.268846166723988950e+06,-1.253113986563386959e+02
5.681485100146555986e-04,2.275345994947024621e+06,-1.251211445097419528e+02
5.686370297997068481e-04,2.281865314338178374e+06,-1.249308901777417304e+02
5.691255495847582059e-04,2.288404184866837692e+06,-1.247406356660616780e+02
5.696140693698094554e-04,2.294962666685696226e+06,-1.245503809804860680e+02
5.701025891548607049e-04,2.301540820131311193e+06,-1.243601261268581908e+02
5.705911089399120627e-04,2.308138705724664964e+06,-1.241698711110787769e+02
5.710796287249633122e-04,2.314756384171724319e+06,-1.239796159391043204e+02
5.715681485100146701e-04,2.321393916364006232e+06,-1.237893606169456717e+02
5.720566682950659195e-04,2.328051363379143644e+06,-1.235991051506664320e+02
5.725451880801172774e-04,2.334728786481450778e+06,-1.234088495463814894e+02
5.730337078651685269e-04,2.341426247122496367e+06,-1.232185938102553422e+02
5.735222276502197764e-04,2.348143806941671763e+06,-1.230283379485008624e+02
5.740107474352711342e-04,2.354881527766769752e+06,-1.228380819673776472e+02
5.744992672203223837e-04,2.361639471614555921e+06,-1.226478258731905839e+02
5.749877870053737416e-04,2.368417700691349804e+06,-1.224575696722884715e+02
5.754763067904249910e-04,2.375216277393600903e+06,-1.222673133710626132e+02
5.759648265754762405e-04,2.382035264308474958e+06,-1.220770569759452684e+02
5.764533463605275984e-04,2.388874724214434158e+06,-1.218868004934084723e+02
5.769418661455788478e-04,2.395734720081826672e+06,-1.216965439299624450e+02
5.774303859306302057e-04,2.402615315073473379e+06,-1.215062872921543971e+02
5.779189057156814552e-04,2.409516572545256466e+06,-1.213160305865670949e+02
5.784074255007328131e-04,2.416438556046714075e+06,-1.211257738198175673e+02
5.788959452857840625e-04,2.423381329321635421e+06,-1.209355169985557694e+02
5.793844650708353120e-04,2.430344956308652181e+06,-1.207452601294633183e+02
5.798729848558866699e-04,2.437329501141841058e+06,-1.205550032192521854e+02
5.803615046409379193e-04,2.444335028151324484e+06,-1.203647462746634176e+02
5.808500244259892772e-04,2.451361601863874123e+06,-1.201744893024659433e+02
5.813385442110405267e-04,2.458409287003511563e+06,-1.199842323094552370e+02
5.818270639960917761e-04,2.465478148492119275e+06,-1.197939753024521536e+02
5.823155837811431340e-04,2.472568251450046897e+06,-1.196037182883017778e+02
5.828041035661943835e-04,2.479679661196724046e+06,-1.194134612738720875e+02
5.832926233512457414e-04,2.486812443251273129e+06,-1.192232042660529316e+02
5.837811431362969908e-04,2.493966663333125412e+06,-1.190329472717547361e+02
5.842696629213483487e-04,2.501142387362638023e+06,-1.188426902979074100e+02
5.847581827063995982e-04,2.508339681461710483e+06,-1.186524333514592087e+02
5.852467024914508476e-04,2.515558611954414751e+06,-1.184621764393756820e+02
5.857352222765022055e-04,2.522799245367610361e+06,-1.182719195686383671e+02
5.862237420615534550e-04,2.530061648431573529e+06,-1.180816627462439214e+02
5.867122618466048128e-04,2.537345888080629520e+06,-1.178914059792028723e+02
5.872007816316560623e-04,2.544652031453777105e+06,-1.177011492745386789e+02
5.876893014167073118e-04,2.551980145895324182e+06,-1.175108926392865953e+02
5.881778212017586696e-04,2.559330298955522478e+06,-1.173206360804926192e+02
5.886663409868099191e-04,2.566702558391205501e+06,-1.171303796052125676e+02
5.891548607718612770e-04,2.574096992166426033e+06,-1.169401232205109693e+02
5.896433805569125264e-04,2.581513668453096878e+06,-1.167498669334600976e+02
5.901319003419638843e-04,2.588952655631634872e+06,-1.165596107511389619e+02
5.906204201270151338e-04,2.596414022291611414e+06,-1.163693546806324264e+02
5.911089399120663833e-04,2.603897837232391816e+06,-1.161790987290301018e+02
5.915974596971177411e-04,2.611404169463794678e+06,-1.159888429034255495e+02
5.920859794821689906e-04,2.618933088206736371e+06,-1.157985872109152581e+02
5.925744992672203485e-04,2.626484662893891335e+06,-1.156083316585977059e+02
5.930630190522715979e-04,2.634058963170348667e+06,-1.154180762535725364e+02
5.935515388373228474e-04,2.641656058894266374e+06,-1.152278210029395922e+02
5.940400586223742053e-04,2.649276020137537271e+06,-1.150375659137981046e+02
5.945285784074254547e-04,2.656918917186453007e+06,-1.148473109932456850e+02
5.950170981924768126e-04,2.664584820542367175e+06,-1.146570562483776428e+02
5.955056179775280621e-04,2.672273800922367722e+06,-1.144668016862860185e+02
5.959941377625794200e-04,2.679985929259940516e+06,-1.142765473140588028e+02
5.964826575476306694e-04,2.687721276705649681e+06,-1.140862931387791122e+02
5.969711773326819189e-04,2.695479914627807681e+06,-1.138960391675243500e+02
5.974596971177332768e-04,2.703261914613156114e+06,-1.137057854073653971e+02
5.979482169027845262e-04,2.711067348467542790e+06,-1.135155318653658867e+02
5.984367366878358841e-04,2.718896288216602989e+06,-1.133252785485814371e+02
5.989252564728871336e-04,2.726748806106448639e+06,-1.131350254640587991e+02
5.994137762579383830e-04,2.734624974604350980e+06,-1.129447726188351453e+02
5.999022960429897409e-04,2.742524866399427410e+06,-1.127545200199374023e+02
6.003908158280409904e-04,2.750448554403339513e+06,-1.125642676743814263e+02
6.008793356130923483e-04,2.758396111750980373e+06,-1.123740155891713215e+02
6.013678553981435977e-04,2.766367611801172607e+06,-1.121837637712987714e+02
6.018563751831949556e-04,2.774363128137367778e+06,-1.119935122277422721e+02
6.023448949682462051e-04,2.782382734568346757e+06,-1.118032609654665066e+02
6.028334147532974545e-04,2.790426505128920078e+06,-1.116130099914216629e+02
6.033219345383488124e-04,2.798494514080638532e+06,-1.114227593125427234e+02
6.038104543234000619e-04,2.806586835912495852e+06,-1.112325089357489105e+02
6.042989741084514197e-04,2.814703545341640245e+06,-1.110422588679429481e+02
6.047874938935026692e-04,2.822844717314089183e+06,-1.108520091160104926e+02
6.052760136785539187e-04,2.831010427005440928e+06,-1.106617596868195079e+02
6.057645334636052765e-04,2.839200749821593985e+06,-1.104715105872195977e+02
6.062530532486565260e-04,2.847415761399467941e+06,-1.102812618240414935e+02
6.067415730337078839e-04,2.855655537607721519e+06,-1.100910134040964437e+02
6.072300928187591334e-04,2.863920154547483195e+06,-1.099007653341755599e+02
6.077186126038104912e-04,2.872209688553069253e+06,-1.097105176210493624e+02
6.082071323888617407e-04,2.880524216192723718e+06,-1.095202702714671403e+02
6.086956521739129902e-04,2.888863814269341528e+06,-1.093300232921564543e+02
6.091841719589643480e-04,2.897228559821208473e+06,-1.091397766898225683e+02
6.096726917440155975e-04,2.905618530122736003e+06,-1.089495304711478809e+02
6.101612115290669554e-04,2.914033802685196977e+06,-1.087592846427915418e+02
6.106497313141182048e-04,2.922474455257474910e+06,-1.085690392113887981e+02
6.111382510991694543e-04,2.930940565826800186e+06,-1.083787941835505535e+02
6.116267708842208122e-04,2.939432212619501166e+06,-1.081885495658628997e+02
6.121152906692720616e-04,2.947949474101754371e+06,-1.079983053648866047e+02
6.126038104543234195e-04,2.956492428980331402e+06,-1.078080615871566437e+02
6.130923302393746690e-04,2.965061156203357503e+06,-1.076178182391817302e+02
6.135808500244260269e-04,2.973655734961065929e+06,-1.074275753274439040e+02
6.140693698094772763e-04,2.982276244686556514e+06,-1.072373328583980339e+02
6.145578895945285258e-04,2.990922765056558885e+06,-1.070470908384714335e+02
6.150464093795798837e-04,2.999595375992195215e+06,-1.068568492740633360e+02
6.155349291646311331e-04,3.008294157659748569e+06,-1.066666081715446381e+02
6.160234489496824910e-04,3.017019190471431240e+06,-1.064763675372573459e+02
6.165119687347337405e-04,3.025770555086157750e+06,-1.062861273775142337e+02
6.170004885197849899e-04,3.034548332410314120e+06,-1.060958876985984176e+02
6.174890083048363478e-04,3.043352603598542046e+06,-1.059056485067630717e+02
6.179775280898875973e-04,3.052183450054513756e+06,-1.057154098082309019e+02
6.184660478749389552e-04,3.061040953431713860e+06,-1.055251716091939187e+02
6.189545676599902046e-04,3.069925195634226315e+06,-1.053349339158129823e+02
6.194430874450415625e-04,3.078836258817520924e+06,-1.051446967342174759e+02
6.199316072300928120e-04,3.087774225389239378e+06,-1.049544600705049930e+02
6.204201270151440614e-04,3.096739178009996191e+06,-1.047642239307409824e+02
6.209086468001954193e-04,3.105731199594165199e+06,-1.045739883209584207e+02
6.213971665852466688e-04,3.114750373310680036e+06,-1.043837532471574718e+02
6.218856863702980266e-04,3.123796782583835069e+06,-1.041935187153052027e+02
6.223742061553492761e-04,3.132870511094088200e+06,-1.040032847313353130e+02
6.228627259404005256e-04,3.141971642778865527e+06,-1.038130513011477234e+02
6.233512457254518834e-04,3.151100261833370663e+06,-1.036228184306084330e+02
6.238397655105031329e-04,3.160256452711394057e+06,-1.034325861255491219e+02
6.243282852955544908e-04,3.169440300126128364e+06,-1.032423543917669519e+02
6.248168050806057403e-04,3.178651889050981496e+06,-1.030521232350242400e+02
6.253053248656569897e-04,3.187891304720398504e+06,-1.028618926610482589e+02
6.257938446507083476e-04,3.197158632630683016e+06,-1.026716626755308965e+02
6.262823644357595971e-04,3.206453958540816791e+06,-1.024814332841285704e+02
6.267708842208109549e-04,3.215777368473295122e+06,-1.022912044924618016e+02
6.272594040058622044e-04,3.225128948714945931e+06,-1.021009763061150579e+02
6.277479237909135623e-04,3.234508785817771219e+06,-1.019107487306366124e+02
6.282364435759648117e-04,3.243916966599775013e+06,-1.017205217715382020e+02
6.287249633610160612e-04,3.253353578145807143e+06,-1.015302954342948709e+02
6.292134831460674191e-04,3.262818707808400039e+06,-1.013400697243447723e+02
6.297020029311186685e-04,3.272312443208611570e+06,-1.011498446470889547e+02
6.301905227161700264e-04,3.281834872236873489e+06,-1.009596202078911773e+02
6.306790425012212759e-04,3.291386083053837996e+06,-1.007693964120776968e+02
6.311675622862725253e-04,3.300966164091229904e+06,-1.005791732649371681e+02
6.316560820713238832e-04,3.310575204052700195e+06,-1.003889507717203600e+02
6.321446018563751327e-04,3.320213291914686095e+06,-1.001987289376400696e+02
6.326331216414264906e-04,3.329880516927266493e+06,-1.000085077678709666e+02
6.331216414264777400e-04,3.339576968615026213e+06,-9.981828726754933712e+01
6.336101612115290979e-04,3.349302736777922604e+06,-9.962806744177306939e+01
6.340986809965803474e-04,3.359057911492154002e+06,-9.943784829560145511e+01
6.345872007816315968e-04,3.368842583111026790e+06,-9.924762983405499028e+01
6.350757205666829547e-04,3.378656842265834101e+06,-9.905741206211537531e+01
6.355642403517342042e-04,3.388500779866729397e+06,-9.886719498472525913e+01
6.360527601367855621e-04,3.398374487103606574e+06,-9.867697860678818245e+01
6.365412799218368115e-04,3.408278055446986109e+06,-9.848676293316849240e+01
6.370297997068880610e-04,3.418211576648893766e+06,-9.829654796869120048e+01
6.375183194919394189e-04,3.428175142743750941e+06,-9.810633371814182624e+01
6.380068392769906683e-04,3.438168846049268730e+06,-9.791612018626639724e+01
6.384953590620420262e-04,3.448192779167338740e+06,-9.772590737777132119e+01
6.389838788470932757e-04,3.458247034984930884e+06,-9.753569529732325805e+01
6.394723986321446335e-04,3.468331706674993970e+06,-9.734548394954907735e+01
6.399609184171958830e-04,3.478446887697354425e+06,-9.715527333903580143e+01
6.404494382022471325e-04,3.488592671799627598e+06,-9.696506347033049167e+01
6.409379579872984904e-04,3.498769153018118814e+06,-9.677485434794019170e+01
6.414264777723497398e-04,3.508976425678742118e+06,-9.658464597633187054e+01
6.419149975574010977e-04,3.519214584397927392e+06,-9.639443835993237997e+01
6.424035173424523472e-04,3.529483724083546549e+06,-9.620423150312839766e+01
6.428920371275035966e-04,3.539783939935823902e+06,-9.601402541026634196e+01
6.433805569125549545e-04,3.550115327448267024e+06,-9.582382008565238607e+01
6.438690766976062040e-04,3.560477982408585958e+06,-9.563361553355237277e+01
6.443575964826575618e-04,3.570872000899630599e+06,-9.544341175819185707e+01
6.448461162677088113e-04,3.581297479300315026e+06,-9.525320876375593571e+01
6.453346360527601692e-04,3.591754514286555815e+06,-9.506300655438940339e+01
6.458231558378114186e-04,3.602243202832211740e+06,-9.487280513419655392e+01
6.463116756228626681e-04,3.612763642210020684e+06,-9.468260450724133648e+01
6.468001954079140260e-04,3.623315929992543533e+06,-9.449240467754719930e+01
6.472887151929652754e-04,3.633900164053121116e+06,-9.430220564909718917e+01
6.477772349780166333e-04,3.644516442566810641e+06,-9.411200742583382350e+01
6.482657547630678828e-04,3.655164864011349156e+06,-9.392181001165926091e+01
6.487542745481191322e-04,3.665845527168103959e+06,-9.373161341043517325e+01
6.492427943331704901e-04,3.676558531123032328e+06,-9.354141762598281673e+01
6.497313141182217396e-04,3.687303975267651025e+06,-9.335122266208300346e+01
6.502198339032730975e-04,3.698081959299990907e+06,-9.316102852247617250e+01
6.507083536883243469e-04,3.708892583225574810e+06,-9.297083521086233304e+01
6.511968734733757048e-04,3.719735947358382400e+06,-9.278064273090122072e+01
6.516853932584269543e-04,3.730612152321827598e+06,-9.259045108621215547e+01
6.521739130434782037e-04,3.741521299049740192e+06,-9.240026028037422634e+01
6.526624328285295616e-04,3.752463488787339535e+06,-9.221007031692623457e+01
6.531509526135808111e-04,3.763438823092225008e+06,-9.201988119936675048e+01
6.536394723986321690e-04,3.774447403835359961e+06,-9.182969293115419873e+01
6.541279921836834184e-04,3.785489333202065900e+06,-9.163950551570685832e+01
6.546165119687346679e-04,3.796564713693010621e+06,-9.144931895640293362e+01
6.551050317537860258e-04,3.807673648125209846e+06,-9.125913325658061126e+01
6.555935515388372752e-04,3.818816239633023273e+06,-9.106894841953808850e+01
6.560820713238886331e-04,3.829992591669162270e+06,-9.087876444853365854e+01
6.565705911089398826e-04,3.841202808005692437e+06,-9.068858134678579574e+01
6.570591108939912404e-04,3.852446992735043168e+06,-9.049839911747316989e+01
6.575476306790424899e-04,3.863725250271025114e+06,-9.030821776373473142e+01
6.580361504640937394e-04,3.875037685349840205e+06,-9.011803728866982510e+01
6.585246702491450973e-04,3.886384403031105176e+06,-8.992785769533821849e+01
6.590131900341963467e-04,3.897765508698874153e+06,-8.973767898676020138e+01
6.595017098192477046e-04,3.909181108062661253e+06,-8.954750116591665687e+01
6.599902296042989541e-04,3.920631307158471085e+06,-8.935732423574916083e+01
6.604787493893502035e-04,3.932116212349832989e+06,-8.916714819916003876e+01
6.609672691744015614e-04,3.943635930328836665e+06,-8.897697305901250786e+01
6.614557889594528109e-04,3.955190568117163610e+06,-8.878679881813071972e+01
6.619443087445041687e-04,3.966780233067140914e+06,-8.859662547929988818e+01
6.624328285295554182e-04,3.978405032862779219e+06,-8.840645304526634618e+01
6.629213483146067761e-04,3.990065075520824641e+06,-8.821628151873771628e+01
6.634098680996580255e-04,4.001760469391809311e+06,-8.802611090238295333e+01
6.638983878847092750e-04,4.013491323161107488e+06,-8.783594119883245810e+01
6.643869076697606329e-04,4.025257745849993546e+06,-8.764577241067821944e+01
6.648754274548118823e-04,4.037059846816708334e+06,-8.745560454047388532e+01
6.653639472398632402e-04,4.048897735757517628e+06,-8.726543759073489070e+01
6.658524670249144897e-04,4.060771522707789671e+06,-8.707527156393862811e+01
6.663409868099657392e-04,4.072681318043059669e+06,-8.688510646252441916e+01
6.668295065950170970e-04,4.084627232480110601e+06,-8.669494228889381304e+01
6.673180263800683465e-04,4.096609377078049816e+06,-8.650477904541060070e+01
6.678065461651197044e-04,4.108627863239395432e+06,-8.631461673440094273e+01
6.682950659501709538e-04,4.120682802711155266e+06,-8.612445535815351150e+01
6.687835857352223117e-04,4.132774307585925329e+06,-8.593429491891967587e+01
6.692721055202735612e-04,4.144902490302977152e+06,-8.574413541891354384e+01
6.697606253053248106e-04,4.157067463649355341e+06,-8.555397686031210469e+01
6.702491450903761685e-04,4.169269340760979336e+06,-8.536381924525547049e+01
6.707376648754274180e-04,4.181508235123740975e+06,-8.517366257584684774e+01
6.712261846604787759e-04,4.193784260574619286e+06,-8.498350685415282157e+01
6.717147044455300253e-04,4.206097531302785501e+06,-8.479335208220341258e+01
6.722032242305812748e-04,4.218448161850719713e+06,-8.460319826199223314e+01
6.726917440156326327e-04,4.230836267115324736e+06,-8.441304539547667218e+01
6.731802638006838821e-04,4.243261962349052541e+06,-8.422289348457796621e+01
6.736687835857352400e-04,4.255725363161020912e+06,-8.403274253118144088e+01
6.741573033707864895e-04,4.268226585518155247e+06,-8.384259253713656790e+01
6.746458231558378473e-04,4.280765745746302418e+06,-8.365244350425717812e+01
6.751343429408890968e-04,4.293342960531382822e+06,-8.346229543432158948e+01
6.756228627259403463e-04,4.305958346920515411e+06,-8.327214832907274911e+01
6.761113825109917042e-04,4.318612022323166020e+06,-8.308200219021844646e+01
6.765999022960429536e-04,4.331304104512295686e+06,-8.289185701943137019e+01
6.770884220810943115e-04,4.344034711625513621e+06,-8.270171281834936394e+01
6.775769418661455610e-04,4.356803962166213430e+06,-8.251156958857552581e+01
6.780654616511968104e-04,4.369611975004750304e+06,-8.232142733167843573e+01
6.785539814362481683e-04,4.382458869379588403e+06,-8.213128604919218390e+01
6.790425012212994178e-04,4.395344764898469672e+06,-8.194114574261671180e+01
6.795310210063507756e-04,4.408269781539584510e+06,-8.175100641341785490e+01
6.800195407914020251e-04,4.421234039652737789e+06,-8.156086806302751313e+01
6.805080605764533830e-04,4.434237659960526973e+06,-8.137073069284390670e+01
6.809965803615046324e-04,4.447280763559519313e+06,-8.118059430423161871e+01
6.814851001465558819e-04,4.460363471921441145e+06,-8.099045889852189362e+01
6.819736199316072398e-04,4.473485906894354150e+06,-8.080032447701270826e+01
6.824621397166584892e-04,4.486648190703851171e+06,-8.061019104096901344e+01
6.829506595017098471e-04,4.499850445954253897e+06,-8.042005859162283343e+01
6.834391792867610966e-04,4.513092795629803091e+06,-8.022992713017352173e+01
6.839276990718123461e-04,4.526375363095865585e+06,-8.003979665778790320e+01
6.844162188568637039e-04,4.539698272100131959e+06,-7.984966717560040195e+01
6.849047386419149534e-04,4.553061646773837507e+06,-7.965953868471328292e+01
6.853932584269663113e-04,4.566465611632963642e+06,-7.946941118619683664e+01
6.858817782120175607e-04,4.579910291579463519e+06,-7.927928468108949289e+01
6.863702979970689186e-04,4.593395811902473681e+06,-7.908915917039801968e+01
6.868588177821201681e-04,4.606922298279548064e+06,-7.889903465509780744e+01
6.873473375671714175e-04,4.620489876777879894e+06,-7.870891113613286905e+01
6.878358573522227754e-04,4.634098673855533823e+06,-7.851878861441615243e+01
6.883243771372740249e-04,4.647748816362685524e+06,-7.832866709082971113e+01
6.888128969223253828e-04,4.661440431542854756e+06,-7.813854656622486061e+01
6.893014167073766322e-04,4.675173647034159862e+06,-7.794842704142233458e+01
6.897899364924278817e-04,4.688948590870557353e+06,-7.775830851721252657e+01
6.902784562774792396e-04,4.702765391483092681e+06,-7.756819099435564624e+01
6.907669760625304890e-04,4.716624177701158449e+06,-7.737807447358188995e+01
6.912554958475818469e-04,4.730525078753759153e+06,-7.718795895559172493e+01
6.917440156326330964e-04,4.744468224270763807e+06,-7.699784444105590353e+01
6.922325354176843458e-04,4.758453744284181856e+06,-7.680773093061580425e+01
6.927210552027357037e-04,4.772481769229428843e+06,-7.661761842488357388e+01
6.932095749877869532e-04,4.786552429946610704e+06,-7.642750692444222693e+01
6.936980947728383111e-04,4.800665857681791298e+06,-7.623739642984602938e+01
6.941866145578895605e-04,4.814822184088284150e+06,-7.604728694162045599e+01
6.946751343429409184e-04,4.829021541227936745e+06,-7.585717846026261668e+01
6.951636541279921679e-04,4.843264061572425067e+06,-7.566707098624124228e+01
6.956521739130434173e-04,4.857549878004541621e+06,-7.547696451999698297e+01
6.961406936980947752e-04,4.871879123819503933e+06,-7.528685906194259303e+01
6.966292134831460247e-04,4.886251932726254687e+06,-7.509675461246308714e+01
6.971177332681973825e-04,4.900668438848767430e+06,-7.490665117191598199e+01
6.976062530532486320e-04,4.915128776727363467e+06,-7.471654874063140994e+01
6.980947728382998815e-04,4.929633081320021302e+06,-7.452644731891241747e+01
6.985832926233512393e-04,4.944181488003702834e+06,-7.433634690703505044e+01
6.990718124084024888e-04,4.958774132575673983e+06,-7.414624750524863828e+01
6.995603321934538467e-04,4.973411151254835539e+06,-7.395614911377592193e+01
7.000488519785050961e-04,4.988092680683054030e+06,-7.376605173281328121e+01
7.005373717635564540e-04,5.002818857926496305e+06,-7.357595536253091950e+01
7.010258915486077035e-04,5.017589820476982743e+06,-7.338586000307304857e+01
7.015144113336589530e-04,5.032405706253313459e+06,-7.319576565455808748e+01
7.020029311187103108e-04,5.047266653602630831e+06,-7.300567231707887572e+01
7.024914509037615603e-04,5.062172801301769912e+06,-7.281557999070281539e+01
7.029799706888129182e-04,5.077124288558618166e+06,-7.262548867547215536e+01
7.034684904738641676e-04,5.092121255013474263e+06,-7.243539837140407656e+01
7.039570102589154171e-04,5.107163840740417130e+06,-7.224530907849094774e+01
7.044455300439667750e-04,5.122252186248672195e+06,-7.205522079670053870e+01
7.049340498290180244e-04,5.137386432483993471e+06,-7.186513352597614812e+01
7.054225696140693823e-04,5.152566720830040053e+06,-7.167504726623687361e+01
7.059110893991206318e-04,5.167793193109756336e+06,-7.148496201737773958e+01
7.063996091841719897e-04,5.183065991586762480e+06,-7.129487777926989622e+01
7.068881289692232391e-04,5.198385258966751397e+06,-7.110479455176088948e+01
7.073766487542744886e-04,5.213751138398877345e+06,-7.091471233467476054e+01
7.078651685393258465e-04,5.229163773477164097e+06,-7.072463112781230166e+01
7.083536883243770959e-04,5.244623308241904713e+06,-7.053455093095119821e+01
7.088422081094284538e-04,5.260129887181073427e+06,-7.034447174384625612e+01
7.093307278944797033e-04,5.275683655231743120e+06,-7.015439356622961498e+01
7.098192476795309527e-04,5.291284757781502791e+06,-6.996431639781087597e+01
7.103077674645823106e-04,5.306933340669880621e+06,-6.977424023827737187e+01
7.107962872496335601e-04,5.322629550189765170e+06,-6.958416508729425232e+01
7.112848070346849180e-04,5.338373533088848926e+06,-6.939409094450483906e+01
7.117733268197361674e-04,5.354165436571055092e+06,-6.920401780953064019e+01
7.122618466047875253e-04,5.370005408297986723e+06,-6.901394568197164858e+01
7.127503663898387748e-04,5.385893596390363760e+06,-6.882387456140652660e+01
7.132388861748900242e-04,5.401830149429486133e+06,-6.863380444739273401e+01
7.137274059599413821e-04,5.417815216458670795e+06,-6.844373533946681221e+01
7.142159257449926316e-04,5.433848946984729730e+06,-6.825366723714448369e+01
7.147044455300439894e-04,5.449931490979418159e+06,-6.806360013992089364e+01
7.151929653150952389e-04,5.466062998880913481e+06,-6.787353404727080886e+01
7.156814851001464884e-04,5.482243621595283970e+06,-6.768346895864875989e+01
7.161700048851978462e-04,5.498473510497964919e+06,-6.749340487348925421e+01
7.166585246702490957e-04,5.514752817435251549e+06,-6.730334179120700355e+01
7.171470444553004536e-04,5.531081694725763053e+06,-6.711327971119700919e+01
7.176355642403517031e-04,5.547460295161964372e+06,-6.692321863283490302e+01
7.181240840254030609e-04,5.563888772011636756e+06,-6.673315855547696174e+01
7.186126038104543104e-04,5.580367279019393958e+06,-6.654309947846043372e+01
7.191011235955055599e-04,5.596895970408177935e+06,-6.635304140110363846e+01
7.195896433805569177e-04,5.613475000880779698e+06,-6.616298432270620822e+01
7.200781631656081672e-04,5.630104525621346198e+06,-6.597292824254923005e+01
7.205666829506595251e-04,5.646784700296903029e+06,-6.578287315989545903e+01
7.210552027357107745e-04,5.663515681058880873e+06,-6.559281907398948874e+01
7.215437225207620240e-04,5.680297624544639140e+06,-6.540276598405796449e+01
7.220322423058133819e-04,5.697130687879008241e+06,-6.521271388930968271e+01
7.225207620908646313e-04,5.714015028675821610e+06,-6.502266278893590368e+01
7.230092818759159892e-04,5.730950805039470084e+06,-6.483261268211042250e+01
7.234978016609672387e-04,5.747938175566431135e+06,-6.464256356798976810e+01
7.239863214460185966e-04,5.764977299346843734e+06,-6.445251544571347324e+01
7.244748412310698460e-04,5.782068335966050625e+06,-6.426246831440414553e+01
7.249633610161210955e-04,5.799211445506178774e+06,-6.407242217316766641e+01
7.254518808011724534e-04,5.816406788547683507e+06,-6.388237702109346827e+01
7.259404005862237028e-04,5.833654526170944795e+06,-6.369233285725460547e+01
7.264289203712750607e-04,5.850954819957830012e+06,-6.350228968070792490e+01
7.269174401563263102e-04,5.868307831993289292e+06,-6.331224749049433598e+01
7.274059599413775596e-04,5.885713724866929464e+06,-6.312220628563895275e+01
7.278944797264289175e-04,5.903172661674618721e+06,-6.293216606515120048e+01
7.283829995114801670e-04,5.920684806020078249e+06,-6.274212682802507146e+01
7.288715192965315249e-04,5.938250322016486898e+06,-6.255208857323928839e+01
7.293600390815827743e-04,5.955869374288087711e+06,-6.236205129975743944e+01
7.298485588666341322e-04,5.973542127971808426e+06,-6.217201500652821977e+01
7.303370786516853817e-04,5.991268748718863353e+06,-6.198197969248549555e+01
7.308255984367366311e-04,6.009049402696394362e+06,-6.179194535654860942e+01
7.313141182217879890e-04,6.026884256589086726e+06,-6.160191199762244452e+01
7.318026380068392385e-04,6.044773477600805461e+06,-6.141187961459767308e+01
7.322911577918905963e-04,6.062717233456239104e+06,-6.122184820635084890e+01
7.327796775769418458e-04,6.080715692402535118e+06,-6.103181777174464173e+01
7.332681973619930953e-04,6.098769023210952990e+06,-6.084178830962799367e+01
7.337567171470444531e-04,6.116877395178520121e+06,-6.065175981883624701e+01
7.342452369320957026e-04,6.135040978129684925e+06,-6.046173229819137163e+01
7.347337567171470605e-04,6.153259942417984828e+06,-6.027170574650208579e+01
7.352222765021983100e-04,6.171534458927713335e+06,-6.008168016256404798e+01
7.357107962872496678e-04,6.189864699075600132e+06,-5.989165554515999190e+01
7.361993160723009173e-04,6.208250834812480025e+06,-5.970163189305993257e+01
7.366878358573521668e-04,6.226693038624990731e+06,-5.951160920502131546e+01
7.371763556424035246e-04,6.245191483537256718e+06,-5.932158747978917290e+01
7.376648754274547741e-04,6.263746343112584203e+06,-5.913156671609622350e+01
7.381533952125061320e-04,6.282357791455164552e+06,-5.894154691266318480e+01
7.386419149975573814e-04,6.301026003211776726e+06,-5.875152806819880880e+01
7.391304347826086309e-04,6.319751153573508374e+06,-5.856151018140007380e+01
7.396189545676599888e-04,6.338533418277461082e+06,-5.837149325095233365e+01
7.401074743527112382e-04,6.357372973608477041e+06,-5.818147727552955217e+01
7.405959941377625961e-04,6.376269996400876902e+06,-5.799146225379434583e+01
7.410845139228138456e-04,6.395224664040170610e+06,-5.780144818439816845e+01
7.415730337078652035e-04,6.414237154464818537e+06,-5.761143506598158837e+01
7.420615534929164529e-04,6.433307646167962812e+06,-5.742142289717426706e+01
7.425500732779677024e-04,6.452436318199181929e+06,-5.723141167659520079e+01
7.430385930630190603e-04,6.471623350166244432e+06,-5.704140140285291949e+01
7.435271128480703097e-04,6.490868922236866318e+06,-5.685139207454554366e+01
7.440156326331216676e-04,6.510173215140481479e+06,-5.666138369026099753e+01
7.445041524181729171e-04,6.529536410170014948e+06,-5.647137624857713689e+01
7.449926722032241665e-04,6.548958689183652401e+06,-5.628136974806190551e+01
7.454811919882755244e-04,6.568440234606632032e+06,-5.609136418727349849e+01
7.459697117733267739e-04,6.587981229433022439e+06,-5.590135956476048307e+01
7.464582315583781318e-04,6.607581857227526605e+06,-5.571135587906196207e+01
7.469467513434293812e-04,6.627242302127271891e+06,-5.552135312870771600e+01
