strand,ring,x_m,y_m,I_amplitude_A,I_phase_deg
1.880000000000000000e+02,8.000000000000000000e+00,-9.520240083494820125e-04,7.305137148104649597e-04,5.577456931140027663e-02,7.054799890384430228e+01
1.890000000000000000e+02,8.000000000000000000e+00,-1.039230484541326261e-03,5.999999999999998390e-04,5.578948635506345011e-02,7.054409193923487464e+01
1.900000000000000000e+02,8.000000000000000000e+00,-1.108655439013543891e-03,4.592201188381078497e-04,5.577475423377459968e-02,7.054793638729736927e+01
1.910000000000000000e+02,8.000000000000000000e+00,-1.159110991546881799e-03,3.105828541230251844e-04,5.573885726308104582e-02,7.055737497338965625e+01
1.920000000000000000e+02,8.000000000000000000e+00,-1.189733833648572376e-03,1.566314306640623666e-04,5.570266108772425201e-02,7.056697225000247897e+01
1.930000000000000000e+02,8.000000000000000000e+00,-1.199999999999999895e-03,1.469576158976823676e-19,5.568751406191907449e-02,7.057103338158300687e+01
1.940000000000000000e+02,8.000000000000000000e+00,-1.189733833648572376e-03,-1.566314306640620956e-04,5.570242507942567423e-02,7.056711013900724083e+01
1.950000000000000000e+02,8.000000000000000000e+00,-1.159110991546881799e-03,-3.105828541230249134e-04,5.573846774756412853e-02,7.055758626973681658e+01
1.960000000000000000e+02,8.000000000000000000e+00,-1.108655439013544108e-03,-4.592201188381075786e-04,5.577434356216746242e-02,7.054814701678857602e+01
1.970000000000000000e+02,8.000000000000000000e+00,-1.039230484541326478e-03,-5.999999999999997306e-04,5.578919179776275356e-02,7.054425673332359281e+01
1.980000000000000000e+02,8.000000000000000000e+00,-9.520240083494821209e-04,-7.305137148104647428e-04,5.577449582593488331e-02,7.054809271495699363e+01
1.990000000000000000e+02,8.000000000000000000e+00,-8.485281374238574275e-04,-8.485281374238564517e-04,5.573876226518333782e-02,7.055746756085409288e+01
2.000000000000000000e+02,8.000000000000000000e+00,-7.305137148104649597e-04,-9.520240083494817956e-04,5.570284682412302013e-02,7.056696172516559784e+01
2.010000000000000000e+02,8.000000000000000000e+00,-6.000000000000004895e-04,-1.039230484541326044e-03,5.568805086973379476e-02,7.057092473388260601e+01
2.020000000000000000e+02,8.000000000000000000e+00,-4.592201188381073618e-04,-1.108655439013544108e-03,5.570331064138360488e-02,7.056692503723157017e+01
2.030000000000000000e+02,8.000000000000000000e+00,-3.105828541230247508e-04,-1.159110991546881799e-03,5.573961446515906387e-02,7.055734878131480059e+01
2.040000000000000000e+02,8.000000000000000000e+00,-1.566314306640619329e-04,-1.189733833648572376e-03,5.577558721917587337e-02,7.054791221319054273e+01
2.050000000000000000e+02,8.000000000000000000e+00,-2.204364238465235514e-19,-1.199999999999999895e-03,5.579033468195791073e-02,7.054411162815196690e+01
2.060000000000000000e+02,8.000000000000000000e+00,1.566314306640614992e-04,-1.189733833648572593e-03,5.577537442092207060e-02,7.054808312417871718e+01
2.070000000000000000e+02,8.000000000000000000e+00,3.105828541230243171e-04,-1.159110991546882016e-03,5.573928801614940615e-02,7.055754677014823528e+01
2.080000000000000000e+02,8.000000000000000000e+00,4.592201188381069823e-04,-1.108655439013544325e-03,5.570300961216777258e-02,7.056705152895169419e+01
2.090000000000000000e+02,8.000000000000000000e+00,6.000000000000000559e-04,-1.039230484541326261e-03,5.568787126830550271e-02,7.057096379062609515e+01
2.100000000000000000e+02,8.000000000000000000e+00,7.305137148104637670e-04,-9.520240083494827714e-04,5.570280232017966321e-02,7.056690936456399754e+01
2.110000000000000000e+02,8.000000000000000000e+00,8.485281374238567769e-04,-8.485281374238571022e-04,5.573880395482447986e-02,7.055735870426128997e+01
2.120000000000000000e+02,8.000000000000000000e+00,9.520240083494817956e-04,-7.305137148104649597e-04,5.577455345770707118e-02,7.054800841703662684e+01
2.130000000000000000e+02,8.000000000000000000e+00,1.039230484541326044e-03,-6.000000000000004895e-04,5.578921446413689228e-02,7.054423961038062885e+01
2.140000000000000000e+02,8.000000000000000000e+00,1.108655439013544108e-03,-4.592201188381074160e-04,5.577431736809368434e-02,7.054815549129980923e+01
2.150000000000000000e+02,8.000000000000000000e+00,1.159110991546881582e-03,-3.105828541230258350e-04,5.573839526693169510e-02,7.055756030394456957e+01
2.160000000000000000e+02,8.000000000000000000e+00,1.189733833648572376e-03,-1.566314306640620142e-04,5.570229352970360731e-02,7.056705741481124505e+01
2.170000000000000000e+02,9.000000000000000000e+00,1.349999999999999855e-03,0.000000000000000000e+00,1.195721936422846632e-01,2.381578246644044938e+01
2.180000000000000000e+02,9.000000000000000000e+00,1.340871782951623013e-03,1.567254340690608070e-04,1.195841784350486908e-01,2.381079324635056338e+01
2.190000000000000000e+02,9.000000000000000000e+00,1.313610575282761960e-03,3.113314255022941839e-04,1.196141981409491739e-01,2.379816814370665767e+01
2.200000000000000000e+02,9.000000000000000000e+00,1.268585038060976271e-03,4.617271934896527322e-04,1.196478606283022245e-01,2.378383860544900230e+01
2.210000000000000000e+02,9.000000000000000000e+00,1.206404064436606338e-03,6.058788932706238263e-04,1.196695779094460593e-01,2.377450479353917956e+01
2.220000000000000000e+02,9.000000000000000000e+00,1.127908545407464149e-03,7.418371203955879956e-04,1.196696165803725759e-01,2.377450971586513262e+01
2.230000000000000000e+02,9.000000000000000000e+00,1.034159998210620272e-03,8.677632730768278799e-04,1.196479801632801959e-01,2.378385733698705806e+01
2.240000000000000000e+02,9.000000000000000000e+00,9.264262111227903078e-04,9.819544161236157601e-04,1.196143982013476298e-01,2.379820434991492561e+01
2.250000000000000000e+02,9.000000000000000000e+00,8.061640987987612203e-04,1.082866310219308828e-03,1.195844796424453543e-01,2.381084898408960271e+01
2.260000000000000000e+02,9.000000000000000000e+00,6.750000000000000357e-04,1.169134295108991990e-03,1.195726555124274199e-01,2.381584314635032484e+01
2.270000000000000000e+02,9.000000000000000000e+00,5.347076841528617926e-04,1.239591744288369825e-03,1.195847890076079806e-01,2.381082525577205544e+01
2.280000000000000000e+02,9.000000000000000000e+00,3.871843641599718696e-04,1.293285841625909944e-03,1.196149625275336886e-01,2.379817788641822673e+01
2.290000000000000000e+02,9.000000000000000000e+00,2.344250398503560262e-04,1.329490466566480775e-03,1.196487296620471624e-01,2.378384000735143644e+01
2.300000000000000000e+02,9.000000000000000000e+00,7.849551902914216127e-05,1.347716013666211930e-03,1.196704769483242364e-01,2.377448460577490508e+01
2.310000000000000000e+02,9.000000000000000000e+00,-7.849551902914228324e-05,1.347716013666211930e-03,1.196704414863141025e-01,2.377448151641743479e+01
2.320000000000000000e+02,9.000000000000000000e+00,-2.344250398503555926e-04,1.329490466566480775e-03,1.196486076681551880e-01,2.378385598792990763e+01
2.330000000000000000e+02,9.000000000000000000e+00,-3.871843641599717611e-04,1.293285841625909944e-03,1.196147629387377953e-01,2.379823609247851124e+01
2.340000000000000000e+02,9.000000000000000000e+00,-5.347076841528615758e-04,1.239591744288369825e-03,1.195845776267294575e-01,2.381089607465878544e+01
2.350000000000000000e+02,9.000000000000000000e+00,-6.749999999999997105e-04,1.169134295108992206e-03,1.195725331139413372e-01,2.381589316323836059e+01
2.360000000000000000e+02,9.000000000000000000e+00,-8.061640987987610035e-04,1.082866310219309262e-03,1.195845162424625935e-01,2.381087606097257492e+01
2.370000000000000000e+02,9.000000000000000000e+00,-9.264262111227900909e-04,9.819544161236157601e-04,1.196146268997799467e-01,2.379820781767475779e+01
2.380000000000000000e+02,9.000000000000000000e+00,-1.034159998210620272e-03,8.677632730768277715e-04,1.196484169980227968e-01,2.378384280832049313e+01
2.390000000000000000e+02,9.000000000000000000e+00,-1.127908545407463933e-03,7.418371203955883208e-04,1.196702670408863745e-01,2.377447828146422992e+01
2.400000000000000000e+02,9.000000000000000000e+00,-1.206404064436606338e-03,6.058788932706240431e-04,1.196704209113659684e-01,2.377443112877188724e+01
2.410000000000000000e+02,9.000000000000000000e+00,-1.268585038060976054e-03,4.617271934896529490e-04,1.196488124439214346e-01,2.378372708513990830e+01
2.420000000000000000e+02,9.000000000000000000e+00,-1.313610575282761960e-03,3.113314255022944007e-04,1.196150988486650857e-01,2.379805983510546952e+01
2.430000000000000000e+02,9.000000000000000000e+00,-1.340871782951623013e-03,1.567254340690604005e-04,1.195848729102579749e-01,2.381074078925475490e+01
2.440000000000000000e+02,9.000000000000000000e+00,-1.349999999999999855e-03,1.653273178848926636e-19,1.195726222775318898e-01,2.381580651662177672e+01
2.450000000000000000e+02,9.000000000000000000e+00,-1.340871782951623013e-03,-1.567254340690606444e-04,1.195843314398468832e-01,2.381086141424296798e+01
2.460000000000000000e+02,9.000000000000000000e+00,-1.313610575282762177e-03,-3.113314255022940754e-04,1.196141891048174699e-01,2.379824588271237218e+01
2.470000000000000000e+02,9.000000000000000000e+00,-1.268585038060976488e-03,-4.617271934896520274e-04,1.196477979183167006e-01,2.378391455667686571e+01
2.480000000000000000e+02,9.000000000000000000e+00,-1.206404064436606338e-03,-6.058788932706238263e-04,1.196695601097775147e-01,2.377458773423380123e+01
2.490000000000000000e+02,9.000000000000000000e+00,-1.127908545407464149e-03,-7.418371203955879956e-04,1.196697652288426506e-01,2.377459387039046490e+01
2.500000000000000000e+02,9.000000000000000000e+00,-1.034159998210620272e-03,-8.677632730768278799e-04,1.196484193853194211e-01,2.378390418635848746e+01
2.510000000000000000e+02,9.000000000000000000e+00,-9.264262111227903078e-04,-9.819544161236155432e-04,1.196152072363538543e-01,2.379818935370647282e+01
2.520000000000000000e+02,9.000000000000000000e+00,-8.061640987987612203e-04,-1.082866310219308828e-03,1.195856463951777693e-01,2.381078577503753380e+01
2.530000000000000000e+02,9.000000000000000000e+00,-6.750000000000005778e-04,-1.169134295108991773e-03,1.195741029300833869e-01,2.381577311175853140e+01
2.540000000000000000e+02,9.000000000000000000e+00,-5.347076841528616842e-04,-1.239591744288369825e-03,1.195864567097260495e-01,2.381076001564971634e+01
2.550000000000000000e+02,9.000000000000000000e+00,-3.871843641599723575e-04,-1.293285841625909727e-03,1.196168092355702622e-01,2.379806802548915812e+01
2.560000000000000000e+02,9.000000000000000000e+00,-2.344250398503559178e-04,-1.329490466566480775e-03,1.196506416635008396e-01,2.378368114508189279e+01
2.570000000000000000e+02,9.000000000000000000e+00,-7.849551902914292021e-05,-1.347716013666211930e-03,1.196722475411408776e-01,2.377436331567938410e+01
2.580000000000000000e+02,9.000000000000000000e+00,7.849551902914121259e-05,-1.347716013666212147e-03,1.196719340846621460e-01,2.377446800569048335e+01
2.590000000000000000e+02,9.000000000000000000e+00,2.344250398503565955e-04,-1.329490466566480775e-03,1.196498805851225478e-01,2.378389225274430885e+01
2.600000000000000000e+02,9.000000000000000000e+00,3.871843641599718696e-04,-1.293285841625909944e-03,1.196159583920081426e-01,2.379822647176555961e+01
2.610000000000000000e+02,9.000000000000000000e+00,5.347076841528612505e-04,-1.239591744288369825e-03,1.195857725593058168e-01,2.381084624940004701e+01
2.620000000000000000e+02,9.000000000000000000e+00,6.750000000000000357e-04,-1.169134295108991990e-03,1.195737033955390632e-01,2.381581303497212687e+01
2.630000000000000000e+02,9.000000000000000000e+00,8.061640987987607867e-04,-1.082866310219309262e-03,1.195855670624942635e-01,2.381075234546894848e+01
2.640000000000000000e+02,9.000000000000000000e+00,9.264262111227904162e-04,-9.819544161236155432e-04,1.196153695219585034e-01,2.379808264673881979e+01
2.650000000000000000e+02,9.000000000000000000e+00,1.034159998210619838e-03,-8.677632730768283136e-04,1.196486373906780615e-01,2.378380005090066973e+01
2.660000000000000000e+02,9.000000000000000000e+00,1.127908545407463499e-03,-7.418371203955889713e-04,1.196698693376573724e-01,2.377455936796059888e+01
2.670000000000000000e+02,9.000000000000000000e+00,1.206404064436606338e-03,-6.058788932706242599e-04,1.196695124655983017e-01,2.377461458595184496e+01
2.680000000000000000e+02,9.000000000000000000e+00,1.268585038060975837e-03,-4.617271934896537079e-04,1.196476744575283163e-01,2.378393093822932158e+01
2.690000000000000000e+02,9.000000000000000000e+00,1.313610575282762394e-03,-3.113314255022934249e-04,1.196140411305676027e-01,2.379820890537161659e+01
2.700000000000000000e+02,9.000000000000000000e+00,1.340871782951623013e-03,-1.567254340690605360e-04,1.195840994749293035e-01,2.381079990928355272e+01
2.710000000000000000e+02,1.000000000000000000e+01,1.499999999999999814e-03,0.000000000000000000e+00,2.583184369381839596e-01,-2.295079786943038158e+01
2.720000000000000000e+02,1.000000000000000000e+01,1.491782843052409657e-03,1.567926949014801616e-04,2.583305708957377989e-01,-2.295138523495069194e+01
2.730000000000000000e+02,1.000000000000000000e+01,1.467221401100708309e-03,3.118675362266389527e-04,2.583620270387990137e-01,-2.295291733905816045e+01
2.740000000000000000e+02,1.000000000000000000e+01,1.426584774442730052e-03,4.635254915624210351e-04,2.584003732114588670e-01,-2.295479007782151371e+01
2.750000000000000000e+02,1.000000000000000000e+01,1.370318186463901104e-03,6.101049646137002075e-04,2.584309918611475410e-01,-2.295629968327921588e+01
2.760000000000000000e+02,1.000000000000000000e+01,1.299038105676657935e-03,7.499999999999997988e-04,2.584426919303604575e-01,-2.295686358571504471e+01
2.770000000000000000e+02,1.000000000000000000e+01,1.213525491562420996e-03,8.816778784387095582e-04,2.584313019774398534e-01,-2.295629007571058722e+01
2.780000000000000000e+02,1.000000000000000000e+01,1.114717238216091262e-03,1.003695909538287329e-03,2.584009639915216816e-01,-2.295478259547551048e+01
2.790000000000000000e+02,1.000000000000000000e+01,1.003695909538287329e-03,1.114717238216091262e-03,2.583628455298352944e-01,-2.295290405943956813e+01
2.800000000000000000e+02,1.000000000000000000e+01,8.816778784387095582e-04,1.213525491562420996e-03,2.583315905699031800e-01,-2.295135185046897774e+01
2.810000000000000000e+02,1.000000000000000000e+01,7.500000000000001240e-04,1.299038105676657718e-03,2.583196983582840556e-01,-2.295076326011285772e+01
2.820000000000000000e+02,1.000000000000000000e+01,6.101049646137005327e-04,1.370318186463900887e-03,2.583321472564599208e-01,-2.295139063027736270e+01
2.830000000000000000e+02,1.000000000000000000e+01,4.635254915624211435e-04,1.426584774442730052e-03,2.583638523170694312e-01,-2.295295747478604298e+01
2.840000000000000000e+02,1.000000000000000000e+01,3.118675362266387901e-04,1.467221401100708309e-03,2.584022460983208536e-01,-2.295483082812054931e+01
2.850000000000000000e+02,1.000000000000000000e+01,1.567926949014801616e-04,1.491782843052409657e-03,2.584328713000761946e-01,-2.295634214517968275e+01
2.860000000000000000e+02,1.000000000000000000e+01,4.249154173235984007e-19,1.499999999999999814e-03,2.584445377748783024e-01,-2.295695078155681301e+01
2.870000000000000000e+02,1.000000000000000000e+01,-1.567926949014799719e-04,1.491782843052409874e-03,2.584328160576829791e-01,-2.295635332143298513e+01
2.880000000000000000e+02,1.000000000000000000e+01,-3.118675362266389527e-04,1.467221401100708309e-03,2.584019479711172074e-01,-2.295481701939344177e+01
2.890000000000000000e+02,1.000000000000000000e+01,-4.635254915624209267e-04,1.426584774442730269e-03,2.583633075566034720e-01,-2.295288815061340060e+01
2.900000000000000000e+02,1.000000000000000000e+01,-6.101049646136999906e-04,1.370318186463901321e-03,2.583316118087148339e-01,-2.295132813923458670e+01
2.910000000000000000e+02,1.000000000000000000e+01,-7.499999999999996904e-04,1.299038105676657935e-03,2.583194177839546746e-01,-2.295072177684756554e+01
2.920000000000000000e+02,1.000000000000000000e+01,-8.816778784387094498e-04,1.213525491562420996e-03,2.583316127655350680e-01,-2.295132916845947690e+01
2.930000000000000000e+02,1.000000000000000000e+01,-1.003695909538286678e-03,1.114717238216091479e-03,2.583632484036377241e-01,-2.295289506459983642e+01
2.940000000000000000e+02,1.000000000000000000e+01,-1.114717238216090828e-03,1.003695909538287545e-03,2.584017654221610893e-01,-2.295480562036815542e+01
2.950000000000000000e+02,1.000000000000000000e+01,-1.213525491562420780e-03,8.816778784387097750e-04,2.584324685011603617e-01,-2.295630793247629242e+01
2.960000000000000000e+02,1.000000000000000000e+01,-1.299038105676657935e-03,7.499999999999997988e-04,2.584442617648612939e-01,-2.295690360495051507e+01
2.970000000000000000e+02,1.000000000000000000e+01,-1.370318186463901321e-03,6.101049646136999906e-04,2.584330112641932686e-01,-2.295638609782077211e+01
2.980000000000000000e+02,1.000000000000000000e+01,-1.426584774442730052e-03,4.635254915624211977e-04,2.584025658499274902e-01,-2.295490886541891484e+01
2.990000000000000000e+02,1.000000000000000000e+01,-1.467221401100708309e-03,3.118675362266389527e-04,2.583640331759828324e-01,-2.295302199812580923e+01
3.000000000000000000e+02,1.000000000000000000e+01,-1.491782843052409874e-03,1.567926949014799177e-04,2.583320309610863119e-01,-2.295143314697164527e+01
3.010000000000000000e+02,1.000000000000000000e+01,-1.499999999999999814e-03,8.498308346471968013e-19,2.583192137227224294e-01,-2.295077909582325049e+01
3.020000000000000000e+02,1.000000000000000000e+01,-1.491782843052409874e-03,-1.567926949014795653e-04,2.583307853630322781e-01,-2.295133020189069839e+01
3.030000000000000000e+02,1.000000000000000000e+01,-1.467221401100708309e-03,-3.118675362266385732e-04,2.583619357590890564e-01,-2.295286328149391508e+01
3.040000000000000000e+02,1.000000000000000000e+01,-1.426584774442730269e-03,-4.635254915624208725e-04,2.584001678532164004e-01,-2.295474111572962528e+01
3.050000000000000000e+02,1.000000000000000000e+01,-1.370318186463901104e-03,-6.101049646137002075e-04,2.584308222495558804e-01,-2.295624788925402271e+01
3.060000000000000000e+02,1.000000000000000000e+01,-1.299038105676658152e-03,-7.499999999999995819e-04,2.584426472906402594e-01,-2.295678731191114963e+01
3.070000000000000000e+02,1.000000000000000000e+01,-1.213525491562420996e-03,-8.816778784387094498e-04,2.584316882882967126e-01,-2.295622766653666602e+01
3.080000000000000000e+02,1.000000000000000000e+01,-1.114717238216091262e-03,-1.003695909538287329e-03,2.584020642237073173e-01,-2.295476310123411778e+01
3.090000000000000000e+02,1.000000000000000000e+01,-1.003695909538287545e-03,-1.114717238216090828e-03,2.583648066094841322e-01,-2.295293419019144210e+01
3.100000000000000000e+02,1.000000000000000000e+01,-8.816778784387097750e-04,-1.213525491562420780e-03,2.583342968505395465e-01,-2.295142632581012521e+01
3.110000000000000000e+02,1.000000000000000000e+01,-7.500000000000005577e-04,-1.299038105676657501e-03,2.583228978268557463e-01,-2.295083253549529800e+01
3.120000000000000000e+02,1.000000000000000000e+01,-6.101049646137012917e-04,-1.370318186463900670e-03,2.583356417756231260e-01,-2.295143335458750400e+01
3.130000000000000000e+02,1.000000000000000000e+01,-4.635254915624213061e-04,-1.426584774442730052e-03,2.583677924528025582e-01,-2.295303164659233630e+01
3.140000000000000000e+02,1.000000000000000000e+01,-3.118675362266396574e-04,-1.467221401100708093e-03,2.584066109457837102e-01,-2.295497325328139482e+01
3.150000000000000000e+02,1.000000000000000000e+01,-1.567926949014813271e-04,-1.491782843052409657e-03,2.584371712500717622e-01,-2.295651088859353806e+01
3.160000000000000000e+02,1.000000000000000000e+01,-2.755455298081544393e-19,-1.499999999999999814e-03,2.584481090465968189e-01,-2.295701258450277749e+01
3.170000000000000000e+02,1.000000000000000000e+01,1.567926949014794569e-04,-1.491782843052409874e-03,2.584355568061126873e-01,-2.295632344940499081e+01
3.180000000000000000e+02,1.000000000000000000e+01,3.118675362266391153e-04,-1.467221401100708093e-03,2.584043812437234466e-01,-2.295477731282598555e+01
3.190000000000000000e+02,1.000000000000000000e+01,4.635254915624207640e-04,-1.426584774442730269e-03,2.583659010851717674e-01,-2.295294172622162421e+01
3.200000000000000000e+02,1.000000000000000000e+01,6.101049646136995569e-04,-1.370318186463901538e-03,2.583341811333043081e-01,-2.295137968803692985e+01
3.210000000000000000e+02,1.000000000000000000e+01,7.500000000000001240e-04,-1.299038105676657718e-03,2.583219343987870897e-01,-2.295079686335272129e+01
3.220000000000000000e+02,1.000000000000000000e+01,8.816778784387092329e-04,-1.213525491562421213e-03,2.583340554083196627e-01,-2.295143785179433493e+01
3.230000000000000000e+02,1.000000000000000000e+01,1.003695909538287545e-03,-1.114717238216090828e-03,2.583653032005227557e-01,-2.295303042360060886e+01
3.240000000000000000e+02,1.000000000000000000e+01,1.114717238216091479e-03,-1.003695909538287112e-03,2.584028027568965880e-01,-2.295487312080047104e+01
3.250000000000000000e+02,1.000000000000000000e+01,1.213525491562420780e-03,-8.816778784387098835e-04,2.584321668597203692e-01,-2.295628549150145403e+01
3.260000000000000000e+02,1.000000000000000000e+01,1.299038105676658152e-03,-7.499999999999993651e-04,2.584426215173151742e-01,-2.295676923874748709e+01
3.270000000000000000e+02,1.000000000000000000e+01,1.370318186463901104e-03,-6.101049646137002075e-04,2.584304739353598945e-01,-2.295618972211332576e+01
3.280000000000000000e+02,1.000000000000000000e+01,1.426584774442730052e-03,-4.635254915624214688e-04,2.583998816466774318e-01,-2.295473177464322845e+01
3.290000000000000000e+02,1.000000000000000000e+01,1.467221401100708309e-03,-3.118675362266384106e-04,2.583617579449300483e-01,-2.295289659013620920e+01
3.300000000000000000e+02,1.000000000000000000e+01,1.491782843052409657e-03,-1.567926949014801074e-04,2.583304649783959017e-01,-2.295138618961554400e+01
