r_m,FD_J,exact_J
3.786028334147532978e-04,7.738439883565027267e+05,7.726579384703473188e+05
3.790913531998046015e-04,7.759242777647902258e+05,7.747350375386218075e+05
3.795798729848558510e-04,7.780107078705062158e+05,7.768182678803044837e+05
3.800683927699071546e-04,7.801032948186510475e+05,7.789076456155888736e+05
3.805569125549584583e-04,7.822020548239659984e+05,7.810031869342998834e+05
3.810454323400097620e-04,7.843070041710886871e+05,7.831049080960521242e+05
3.815339521250610657e-04,7.864181592147077899e+05,7.852128254304042784e+05
3.820224719101123693e-04,7.885355363797175232e+05,7.873269553370125359e+05
3.825109916951636188e-04,7.906591521613729419e+05,7.894473142857853090e+05
3.829995114802149225e-04,7.927890231254447717e+05,7.915739188170407433e+05
3.834880312652662261e-04,7.949251659083744744e+05,7.937067855416571256e+05
3.839765510503175298e-04,7.970675972174281487e+05,7.958459311412296956e+05
3.844650708353688335e-04,7.992163338308520615e+05,7.979913723682236159e+05
3.849535906204201371e-04,8.013713925980272470e+05,8.001431260461319471e+05
3.854421104054713866e-04,8.035327904396238737e+05,8.023012090696253581e+05
3.859306301905226903e-04,8.057005443477577064e+05,8.044656384047118481e+05
3.864191499755739940e-04,8.078746713861414464e+05,8.066364310888868058e+05
3.869076697606252976e-04,8.100551886902443366e+05,8.088136042312900536e+05
3.873961895456766013e-04,8.122421134674423374e+05,8.109971750128600979e+05
3.878847093307279050e-04,8.144354629971774993e+05,8.131871606864897767e+05
3.883732291157791544e-04,8.166352546311093029e+05,8.153835785771780647e+05
3.888617489008304581e-04,8.188415057932718191e+05,8.175864460821890971e+05
3.893502686858817618e-04,8.210542339802285424e+05,8.197957806712037418e+05
3.898387884709330654e-04,8.232734567612272222e+05,8.220115998864757130e+05
3.903273082559843691e-04,8.254991917783555109e+05,8.242339213429875672e+05
3.908158280410356728e-04,8.277314567466963781e+05,8.264627627286047209e+05
3.913043478260869222e-04,8.299702694544830592e+05,8.286981418042307487e+05
3.917928676111382259e-04,8.322156477632563328e+05,8.309400764039647765e+05
3.922813873961895296e-04,8.344676096080180723e+05,8.331885844352532877e+05
3.927699071812408333e-04,8.367261729973893380e+05,8.354436838790501934e+05
3.932584269662921369e-04,8.389913560137649765e+05,8.377053927899681730e+05
3.937469467513434406e-04,8.412631768134695012e+05,8.399737292964380467e+05
3.942354665363946901e-04,8.435416536269151838e+05,8.422487116008639568e+05
3.947239863214459937e-04,8.458268047587566543e+05,8.445303579797779676e+05
3.952125061064972974e-04,8.481186485880488763e+05,8.468186867839995539e+05
3.957010258915486011e-04,8.504172035684031434e+05,8.491137164387881057e+05
3.961895456765999047e-04,8.527224882281444734e+05,8.514154654440046288e+05
3.966780654616512084e-04,8.550345211704684189e+05,8.537239523742638994e+05
3.971665852467024579e-04,8.573533210735988105e+05,8.560391958790945355e+05
3.976551050317537615e-04,8.596789066909458488e+05,8.583612146830961574e+05
3.981436248168050652e-04,8.620112968512622174e+05,8.606900275860943366e+05
3.986321446018563689e-04,8.643505104588019894e+05,8.630256534633028787e+05
3.991206643869076726e-04,8.666965664934800006e+05,8.653681112654759781e+05
3.996091841719589762e-04,8.690494840110279620e+05,8.677174200190721313e+05
4.000977039570102257e-04,8.714092821431547636e+05,8.700735988264083862e+05
4.005862237420615294e-04,8.737759800977054983e+05,8.724366668658222770e+05
4.010747435271128330e-04,8.761495971588193206e+05,8.748066433918278199e+05
4.015632633121641367e-04,8.785301526870899834e+05,8.771835477352751186e+05
4.020517830972154404e-04,8.809176661197247449e+05,8.795673993035124149e+05
4.025403028822667440e-04,8.833121569707047893e+05,8.819582175805427833e+05
4.030288226673179935e-04,8.857136448309451807e+05,8.843560221271846676e+05
4.035173424523692972e-04,8.881221493684557499e+05,8.867608325812343974e+05
4.040058622374206009e-04,8.905376903285008157e+05,8.891726686576235807e+05
4.044943820224719045e-04,8.929602875337619334e+05,8.915915501485812711e+05
4.049829018075232082e-04,8.953899608844970353e+05,8.940174969237955520e+05
4.054714215925745119e-04,8.978267303587049246e+05,8.964505289305741899e+05
4.059599413776257613e-04,9.002706160122842994e+05,8.988906661940077320e+05
4.064484611626770650e-04,9.027216379791984800e+05,9.013379288171285298e+05
4.069369809477283687e-04,9.051798164716354804e+05,9.037923369810759323e+05
4.074255007327796723e-04,9.076451717801743653e+05,9.062539109452593839e+05
4.079140205178309760e-04,9.101177242739453213e+05,9.087226710475176806e+05
4.084025403028822797e-04,9.125974944007953163e+05,9.111986377042882377e+05
4.088910600879335291e-04,9.150845026874506148e+05,9.136818314107632032e+05
4.093795798729848328e-04,9.175787697396824369e+05,9.161722727410621010e+05
4.098680996580361365e-04,9.200803162424708717e+05,9.186699823483895743e+05
4.103566194430874402e-04,9.225891629601710010e+05,9.211749809652023250e+05
4.108451392281387438e-04,9.251053307366766967e+05,9.236872894033774501e+05
4.113336590131900475e-04,9.276288404955872102e+05,9.262069285543707665e+05
4.118221787982412970e-04,9.301597132403745782e+05,9.287339193893910851e+05
4.123106985832926006e-04,9.326979700545485830e+05,9.312682829595619114e+05
4.127992183683439043e-04,9.352436321018245071e+05,9.338100403960872209e+05
4.132877381533952080e-04,9.377967206262907712e+05,9.363592129104232881e+05
4.137762579384465116e-04,9.403572569525757572e+05,9.389158217944409698e+05
4.142647777234978153e-04,9.429252624860174255e+05,9.414798884205977665e+05
4.147532975085490648e-04,9.455007587128306041e+05,9.440514342421030160e+05
4.152418172936003684e-04,9.480837672002781183e+05,9.466304807930900715e+05
4.157303370786516721e-04,9.506743095968378475e+05,9.492170496887841728e+05
4.162188568637029758e-04,9.532724076323753688e+05,9.518111626256707823e+05
4.167073766487542795e-04,9.558780831183120608e+05,9.544128413816664834e+05
4.171958964338055831e-04,9.584913579477975145e+05,9.570221078162917402e+05
4.176844162188568326e-04,9.611122540958798490e+05,9.596389838708397001e+05
4.181729360039081363e-04,9.637407936196790542e+05,9.622634915685481392e+05
4.186614557889594399e-04,9.663769986585574225e+05,9.648956530147723388e+05
4.191499755740107436e-04,9.690208914342932403e+05,9.675354903971565655e+05
4.196384953590620473e-04,9.716724942512550624e+05,9.701830259858085774e+05
4.201270151441133510e-04,9.743318294965731911e+05,9.728382821334707551e+05
4.206155349291646004e-04,9.769989196403167443e+05,9.755012812756956555e+05
4.211040547142159041e-04,9.796737872356662992e+05,9.781720459310222650e+05
4.215925744992672078e-04,9.823564549190893304e+05,9.808505987011472462e+05
4.220810942843185114e-04,9.850469454105172772e+05,9.835369622711027041e+05
4.225696140693698151e-04,9.877452815135206329e+05,9.862311594094312750e+05
4.230581338544211188e-04,9.904514861154864775e+05,9.889332129683654057e+05
4.235466536394723682e-04,9.931655821877947310e+05,9.916431458839990664e+05
4.240351734245236719e-04,9.958875927859981311e+05,9.943609811764715705e+05
4.245236932095749756e-04,9.986175410499984864e+05,9.970867419501404511e+05
4.250122129946262792e-04,1.001355450204227585e+06,9.998204513937646989e+05
4.255007327796775829e-04,1.004101343557824497e+06,1.002562132780678687e+06
4.259892525647288866e-04,1.006855244504817529e+06,1.005311809468979598e+06
4.264777723497801360e-04,1.009617176524304901e+06,1.008069504901698441e+06
4.269662921348314397e-04,1.012387163180635194e+06,1.010835242606990156e+06
4.274548119198827434e-04,1.015165228123588488e+06,1.013609046198307071e+06
4.279433317049340471e-04,1.017951395088560530e+06,1.016390939374588314e+06
4.284318514899853507e-04,1.020745687896745396e+06,1.019180945920436876e+06
4.289203712750366544e-04,1.023548130455317092e+06,1.021979089706306462e+06
4.294088910600879039e-04,1.026358746757615823e+06,1.024785394688681816e+06
4.298974108451392075e-04,1.029177560883332742e+06,1.027599884910269408e+06
4.303859306301905112e-04,1.032004596998692839e+06,1.030422584500173223e+06
4.308744504152418149e-04,1.034839879356645048e+06,1.033253517674090341e+06
4.313629702002931185e-04,1.037683432297045365e+06,1.036092708734490559e+06
4.318514899853444222e-04,1.040535280246845330e+06,1.038940182070805342e+06
4.323400097703956717e-04,1.043395447720280150e+06,1.041795962159617222e+06
4.328285295554469753e-04,1.046263959319056710e+06,1.044660073564843857e+06
4.333170493404982790e-04,1.049140839732544264e+06,1.047532540937932092e+06
4.338055691255495827e-04,1.052026113737961045e+06,1.050413389018042944e+06
4.342940889106008864e-04,1.054919806200567400e+06,1.053302642632243456e+06
4.347826086956521900e-04,1.057821942073856946e+06,1.056200326695699245e+06
4.352711284807034395e-04,1.060732546399747021e+06,1.059106466211863095e+06
4.357596482657547432e-04,1.063651644308771240e+06,1.062021086272669258e+06
4.362481680508060468e-04,1.066579261020273436e+06,1.064944212058724836e+06
4.367366878358573505e-04,1.069515421842600917e+06,1.067875868839503732e+06
4.372252076209086542e-04,1.072460152173299342e+06,1.070816081973541295e+06
4.377137274059599579e-04,1.075413477499306900e+06,1.073764876908628969e+06
4.382022471910112073e-04,1.078375423397151520e+06,1.076722279182009399e+06
4.386907669760625110e-04,1.081346015533146681e+06,1.079688314420572715e+06
4.391792867611138147e-04,1.084325279663588619e+06,1.082663008341054898e+06
4.396678065461651183e-04,1.087313241634955164e+06,1.085646386750232195e+06
4.401563263312164220e-04,1.090309927384102950e+06,1.088638475545125781e+06
4.406448461162676715e-04,1.093315362938467879e+06,1.091639300713190809e+06
4.411333659013189751e-04,1.096329574416265124e+06,1.094648888332528062e+06
4.416218856863702788e-04,1.099352588026689133e+06,1.097667264572075335e+06
4.421104054714215825e-04,1.102384430070117349e+06,1.100694455691811861e+06
4.425989252564728861e-04,1.105425126938309753e+06,1.103730488042962505e+06
4.430874450415241898e-04,1.108474705114614684e+06,1.106775388068197062e+06
4.435759648265754393e-04,1.111533191174170468e+06,1.109829182301834691e+06
4.440644846116267429e-04,1.114600611784111941e+06,1.112891897370050661e+06
4.445530043966780466e-04,1.117676993703773478e+06,1.115963559991077986e+06
4.450415241817293503e-04,1.120762363784897374e+06,1.119044196975417435e+06
4.455300439667806540e-04,1.123856748971839203e+06,1.122133835226035910e+06
4.460185637518319576e-04,1.126960176301776897e+06,1.125232501738585066e+06
4.465070835368832071e-04,1.130072672904918669e+06,1.128340223601601319e+06
4.469956033219345108e-04,1.133194266004711622e+06,1.131457027996716788e+06
4.474841231069858144e-04,1.136324982918051770e+06,1.134582942198870238e+06
4.479726428920371181e-04,1.139464851055495208e+06,1.137717993576517096e+06
4.484611626770884218e-04,1.142613897921471158e+06,1.140862209591840161e+06
4.489496824621397254e-04,1.145772151114491746e+06,1.144015617800960084e+06
4.494382022471909749e-04,1.148939638327367371e+06,1.147178245854153065e+06
4.499267220322422786e-04,1.152116387347419513e+06,1.150350121496060165e+06
4.504152418172935823e-04,1.155302426056696801e+06,1.153531272565903841e+06
4.509037616023448859e-04,1.158497782432190143e+06,1.156721726997703779e+06
4.513922813873961896e-04,1.161702484546048334e+06,1.159921512820490170e+06
4.518808011724474933e-04,1.164916560565797845e+06,1.163130658158526290e+06
4.523693209574987427e-04,1.168140038754557958e+06,1.166349191231518984e+06
4.528578407425500464e-04,1.171372947471262654e+06,1.169577140354845673e+06
4.533463605276013501e-04,1.174615315170879010e+06,1.172814533939766465e+06
4.538348803126526537e-04,1.177867170404628152e+06,1.176061400493648602e+06
4.543234000977039574e-04,1.181128541820208542e+06,1.179317768620188581e+06
4.548119198827552611e-04,1.184399458162015071e+06,1.182583667019631481e+06
4.553004396678065105e-04,1.187679948271365138e+06,1.185859124488994945e+06
4.557889594528578142e-04,1.190970041086723562e+06,1.189144169922295259e+06
4.562774792379091179e-04,1.194269765643925173e+06,1.192438832310769707e+06
4.567659990229604216e-04,1.197579151076402515e+06,1.195743140743102180e+06
4.572545188080117252e-04,1.200898226615411928e+06,1.199057124405650655e+06
4.577430385930630289e-04,1.204227021590263117e+06,1.202380812582676066e+06
4.582315583781142784e-04,1.207565565428545233e+06,1.205714234656566987e+06
4.587200781631655820e-04,1.210913887656358536e+06,1.209057420108075254e+06
4.592085979482168857e-04,1.214272017898544669e+06,1.212410398516537389e+06
4.596971177332681894e-04,1.217639985878916457e+06,1.215773199560111389e+06
4.601856375183194930e-04,1.221017821420494001e+06,1.219145853016009321e+06
4.606741573033707967e-04,1.224405554445733316e+06,1.222528388760728994e+06
4.611626770884220462e-04,1.227803214976764750e+06,1.225920836770285154e+06
4.616511968734733498e-04,1.231210833135624183e+06,1.229323227120450232e+06
4.621397166585246535e-04,1.234628439144494012e+06,1.232735589986981824e+06
4.626282364435759572e-04,1.238056063325934112e+06,1.236157955645869486e+06
4.631167562286272609e-04,1.241493736103126314e+06,1.239590354473562678e+06
4.636052760136785645e-04,1.244941488000107929e+06,1.243032816947215702e+06
4.640937957987298140e-04,1.248399349642015528e+06,1.246485373644925188e+06
4.645823155837811177e-04,1.251867351755323587e+06,1.249948055245970376e+06
4.650708353688324213e-04,1.255345525168086868e+06,1.253420892531056190e+06
4.655593551538837250e-04,1.258833900810183957e+06,1.256903916382551426e+06
4.660478749389350287e-04,1.262332509713561274e+06,1.260397157784739276e+06
4.665363947239863323e-04,1.265841383012475679e+06,1.263900647824053885e+06
4.670249145090375818e-04,1.269360551943743136e+06,1.267414417689332040e+06
4.675134342940888855e-04,1.272890047846983187e+06,1.270938498672056478e+06
4.680019540791401892e-04,1.276429902164867846e+06,1.274472922166603617e+06
4.684904738641914928e-04,1.279980146443370031e+06,1.278017719670492224e+06
4.689789936492427965e-04,1.283540812332014786e+06,1.281572922784633469e+06
4.694675134342941002e-04,1.287111931584127480e+06,1.285138563213578891e+06
4.699560332193453496e-04,1.290693536057086429e+06,1.288714672765777213e+06
4.704445530043966533e-04,1.294285657712578541e+06,1.292301283353819745e+06
4.709330727894479570e-04,1.297888328616848681e+06,1.295898426994698122e+06
4.714215925744992606e-04,1.301501580940957880e+06,1.299506135810058564e+06
4.719101123595505643e-04,1.305125446961038047e+06,1.303124442026457982e+06
4.723986321446018680e-04,1.308759959058548789e+06,1.306753377975617303e+06
4.728871519296531174e-04,1.312405149720535148e+06,1.310392976094681304e+06
4.733756717147044211e-04,1.316061051539888838e+06,1.314043268926478690e+06
4.738641914997557248e-04,1.319727697215605527e+06,1.317704289119779365e+06
4.743527112848070285e-04,1.323405119553047232e+06,1.321376069429557305e+06
4.748412310698583321e-04,1.327093351464205189e+06,1.325058642717248295e+06
4.753297508549096358e-04,1.330792425967961550e+06,1.328752041951020015e+06
4.758182706399608853e-04,1.334502376190356212e+06,1.332456300206027227e+06
4.763067904250121889e-04,1.338223235364849214e+06,1.336171450664685108e+06
4.767953102100634926e-04,1.341955036832589889e+06,1.339897526616929565e+06
4.772838299951147963e-04,1.345697814042683225e+06,1.343634561460487545e+06
4.777723497801660999e-04,1.349451600552457618e+06,1.347382588701143628e+06
4.782608695652174036e-04,1.353216430027737748e+06,1.351141641953010112e+06
4.787493893502686531e-04,1.356992336243113270e+06,1.354911754938797560e+06
4.792379091353199567e-04,1.360779353082210524e+06,1.358692961490087910e+06
4.797264289203712604e-04,1.364577514537966577e+06,1.362485295547603397e+06
4.802149487054225641e-04,1.368386854712904431e+06,1.366288791161484085e+06
4.807034684904738678e-04,1.372207407819405897e+06,1.370103482491562841e+06
4.811919882755251714e-04,1.376039208179989597e+06,1.373929403807633789e+06
4.816805080605764209e-04,1.379882290227588033e+06,1.377766589489741717e+06
4.821690278456277246e-04,1.383736688505828613e+06,1.381615074028454022e+06
4.826575476306790282e-04,1.387602437669309322e+06,1.385474892025137320e+06
4.831460674157303319e-04,1.391479572483884403e+06,1.389346078192243585e+06
4.836345872007816356e-04,1.395368127826941432e+06,1.393228667353588855e+06
4.841231069858329393e-04,1.399268138687690254e+06,1.397122694444636814e+06
4.846116267708841887e-04,1.403179640167442383e+06,1.401028194512782386e+06
4.851001465559354924e-04,1.407102667479901109e+06,1.404945202717638575e+06
4.855886663409867961e-04,1.411037255951445084e+06,1.408873754331322154e+06
4.860771861260380997e-04,1.414983441021416802e+06,1.412813884738736320e+06
4.865657059110894034e-04,1.418941258242414100e+06,1.416765629437870113e+06
4.870542256961407071e-04,1.422910743280576309e+06,1.420729024040078279e+06
4.875427454811919565e-04,1.426891931915881345e+06,1.424704104270375799e+06
4.880312652662432602e-04,1.430884860042432789e+06,1.428690905967731960e+06
4.885197850512945639e-04,1.434889563668757444e+06,1.432689465085364878e+06
4.890083048363458133e-04,1.438906078918099171e+06,1.436699817691025790e+06
4.894968246213971712e-04,1.442934442028715275e+06,1.440721999967312673e+06
4.899853444064484207e-04,1.446974689354174770e+06,1.444756048211948713e+06
4.904738641914997786e-04,1.451026857363655698e+06,1.448801998838095227e+06
4.909623839765510280e-04,1.455090982642245945e+06,1.452859888374642702e+06
4.914509037616023859e-04,1.459167101891244994e+06,1.456929753466512542e+06
4.919394235466536354e-04,1.463255251928464742e+06,1.461011630874963244e+06
4.924279433317048848e-04,1.467355469688535202e+06,1.465105557477888418e+06
4.929164631167562427e-04,1.471467792223206954e+06,1.469211570270128082e+06
4.934049829018074922e-04,1.475592256701659411e+06,1.473329706363761099e+06
4.938935026868588500e-04,1.479728900410807692e+06,1.477460002988430439e+06
4.943820224719100995e-04,1.483877760755609488e+06,1.481602497491634451e+06
4.948705422569613490e-04,1.488038875259376364e+06,1.485757227339045610e+06
4.953590620420127068e-04,1.492212281564086210e+06,1.489924230114821345e+06
4.958475818270639563e-04,1.496398017430692213e+06,1.494103543521909742e+06
4.963361016121153142e-04,1.500596120739439968e+06,1.498295205382368295e+06
4.968246213971665637e-04,1.504806629490179708e+06,1.502499253637674032e+06
4.973131411822179215e-04,1.509029581802683882e+06,1.506715726349046454e+06
4.978016609672691710e-04,1.513265015916964971e+06,1.510944661697754636e+06
4.982901807523204205e-04,1.517512970193592599e+06,1.515186097985442029e+06
4.987787005373717783e-04,1.521773483114015311e+06,1.519440073634447297e+06
4.992672203224230278e-04,1.526046593280881178e+06,1.523706627188117476e+06
4.997557401074743857e-04,1.530332339418359101e+06,1.527985797311139759e+06
5.002442598925256351e-04,1.534630760372465709e+06,1.532277622789855581e+06
5.007327796775768846e-04,1.538941895111387363e+06,1.536582142532592639e+06
5.012212994626282425e-04,1.543265782725810306e+06,1.540899395569990855e+06
5.017098192476794919e-04,1.547602462429244770e+06,1.545229421055319952e+06
5.021983390327308498e-04,1.551951973558356985e+06,1.549572258264820091e+06
5.026868588177820993e-04,1.556314355573297478e+06,1.553927946598027367e+06
5.031753786028333487e-04,1.560689648058034712e+06,1.558296525578102097e+06
5.036638983878847066e-04,1.565077890720687807e+06,1.562678034852168523e+06
5.041524181729359561e-04,1.569479123393860646e+06,1.567072514191638911e+06
5.046409379579873140e-04,1.573893386034977855e+06,1.571480003492559073e+06
5.051294577430385634e-04,1.578320718726621475e+06,1.575900542775937123e+06
5.056179775280899213e-04,1.582761161676872056e+06,1.580334172188089928e+06
5.061064973131411708e-04,1.587214755219644867e+06,1.584780932000970002e+06
5.065950170981924202e-04,1.591681539815033088e+06,1.589240862612520810e+06
5.070835368832437781e-04,1.596161556049651466e+06,1.593714004547008313e+06
5.075720566682950276e-04,1.600654844636978349e+06,1.598200398455367656e+06
5.080605764533463855e-04,1.605161446417702129e+06,1.602700085115550552e+06
5.085490962383976349e-04,1.609681402360068867e+06,1.607213105432866840e+06
5.090376160234488844e-04,1.614214753560228739e+06,1.611739500440335833e+06
5.095261358085002423e-04,1.618761541242586216e+06,1.616279311299035093e+06
5.100146555935514917e-04,1.623321806760149542e+06,1.620832579298448749e+06
5.105031753786028496e-04,1.627895591594887665e+06,1.625399345856819535e+06
5.109916951636540991e-04,1.632482937358079012e+06,1.629979652521503856e+06
5.114802149487054569e-04,1.637083885790669359e+06,1.634573540969327791e+06
5.119687347337567064e-04,1.641698478763628285e+06,1.639181053006934468e+06
5.124572545188079559e-04,1.646326758278304944e+06,1.643802230571152875e+06
5.129457743038593137e-04,1.650968766466789879e+06,1.648437115729352925e+06
5.134342940889105632e-04,1.655624545592275215e+06,1.653085750679797260e+06
5.139228138739619211e-04,1.660294138049416244e+06,1.657748177752018906e+06
5.144113336590131706e-04,1.664977586364696501e+06,1.662424439407168189e+06
5.148998534440644200e-04,1.669674933196790749e+06,1.667114578238390386e+06
5.153883732291157779e-04,1.674386221336933784e+06,1.671818636971181724e+06
5.158768930141670274e-04,1.679111493709286675e+06,1.676536658463763539e+06
5.163654127992183852e-04,1.683850793371308129e+06,1.681268685707449447e+06
5.168539325842696347e-04,1.688604163514123997e+06,1.686014761827011360e+06
5.173424523693209926e-04,1.693371647462900029e+06,1.690774930081061786e+06
5.178309721543722420e-04,1.698153288677215343e+06,1.695549233862411929e+06
5.183194919394234915e-04,1.702949130751438905e+06,1.700337716698461445e+06
5.188080117244748494e-04,1.707759217415104620e+06,1.705140422251567245e+06
5.192965315095260988e-04,1.712583592533291550e+06,1.709957394319417421e+06
5.197850512945774567e-04,1.717422300107002491e+06,1.714788676835424034e+06
5.202735710796287062e-04,1.722275384273545118e+06,1.719634313869083533e+06
5.207620908646799556e-04,1.727142889306915924e+06,1.724494349626379786e+06
5.212506106497313135e-04,1.732024859618184622e+06,1.729368828450155677e+06
5.217391304347825630e-04,1.736921339755875990e+06,1.734257794820496347e+06
5.222276502198339209e-04,1.741832374406362884e+06,1.739161293355126865e+06
5.227161700048851703e-04,1.746758008394251345e+06,1.744079368809789419e+06
5.232046897899365282e-04,1.751698286682771286e+06,1.749012066078642150e+06
5.236932095749877777e-04,1.756653254374169512e+06,1.753959430194638902e+06
5.241817293600390271e-04,1.761622956710102735e+06,1.758921506329933414e+06
5.246702491450903850e-04,1.766607439072031761e+06,1.763898339796271408e+06
5.251587689301416345e-04,1.771606746981617762e+06,1.768889976045377087e+06
5.256472887151929924e-04,1.776620926101122284e+06,1.773896460669363383e+06
5.261358085002442418e-04,1.781650022233803524e+06,1.778917839401120786e+06
5.266243282852954913e-04,1.786694081324320752e+06,1.783954158114723628e+06
5.271128480703468492e-04,1.791753149459133623e+06,1.789005462825833354e+06
5.276013678553980986e-04,1.796827272866909392e+06,1.794071799692091532e+06
5.280898876404494565e-04,1.801916497918925947e+06,1.799153215013538953e+06
5.285784074255007060e-04,1.807020871129480656e+06,1.804249755233012605e+06
5.290669272105520638e-04,1.812140439156299457e+06,1.809361466936559416e+06
5.295554469956033133e-04,1.817275248800945701e+06,1.814488396853838582e+06
5.300439667806545628e-04,1.822425347009234596e+06,1.819630591858543921e+06
5.305324865657059207e-04,1.827590780871644616e+06,1.824788098968807142e+06
5.310210063507571701e-04,1.832771597623732872e+06,1.829960965347616933e+06
5.315095261358085280e-04,1.837967844646553509e+06,1.835149238303236198e+06
5.319980459208597775e-04,1.843179569467075402e+06,1.840352965289615095e+06
5.324865657059110269e-04,1.848406819758601487e+06,1.845572193906815024e+06
5.329750854909623848e-04,1.853649643341189250e+06,1.850806971901429119e+06
5.334636052760136343e-04,1.858908088182076579e+06,1.856057347166997846e+06
5.339521250610649921e-04,1.864182202396105509e+06,1.861323367744446965e+06
5.344406448461162416e-04,1.869472034246149473e+06,1.866605081822498236e+06
5.349291646311675995e-04,1.874777632143538911e+06,1.871902537738107610e+06
5.354176844162188489e-04,1.880099044648492942e+06,1.877215783976886421e+06
5.359062042012700984e-04,1.885436320470552193e+06,1.882544869173540268e+06
5.363947239863214563e-04,1.890789508469006279e+06,1.887889842112298822e+06
5.368832437713727057e-04,1.896158657653334783e+06,1.893250751727339579e+06
5.373717635564240636e-04,1.901543817183639854e+06,1.898627647103243042e+06
5.378602833414753131e-04,1.906945036371086258e+06,1.904020577475407626e+06
5.383488031265265625e-04,1.912362364678337239e+06,1.909429592230509035e+06
5.388373229115779204e-04,1.917795851720001316e+06,1.914854740906928433e+06
5.393258426966291699e-04,1.923245547263070941e+06,1.920296073195194593e+06
5.398143624816805278e-04,1.928711501227367902e+06,1.925753638938438380e+06
5.403028822667317772e-04,1.934193763685991056e+06,1.931227488132822327e+06
5.407914020517831351e-04,1.939692384865764296e+06,1.936717670928007225e+06
5.412799218368343846e-04,1.945207415147682652e+06,1.942224237627578899e+06
5.417684416218856340e-04,1.950738905067368178e+06,1.947747238689520862e+06
5.422569614069369919e-04,1.956286905315521173e+06,1.953286724726650398e+06
5.427454811919882414e-04,1.961851466738373041e+06,1.958842746507079573e+06
5.432340009770395993e-04,1.967432640338147059e+06,1.964415354954673676e+06
5.437225207620908487e-04,1.973030477273512399e+06,1.970004601149499416e+06
5.442110405471420982e-04,1.978645028860045597e+06,1.975610536328291288e+06
5.446995603321934561e-04,1.984276346570693422e+06,1.981233211884914432e+06
5.451880801172447055e-04,1.989924482036233647e+06,1.986872679370818427e+06
5.456765999022960634e-04,1.995589487045741873e+06,1.992528990495511563e+06
5.461651196873473129e-04,2.001271413547059521e+06,1.998202197127018590e+06
5.466536394723986707e-04,2.006970313647257164e+06,2.003892351292354986e+06
5.471421592574499202e-04,2.012686239613112528e+06,2.009599505177992396e+06
5.476306790425011697e-04,2.018419243871575221e+06,2.015323711130327545e+06
5.481191988275525276e-04,2.024169379010245902e+06,2.021065021656169323e+06
5.486077186126037770e-04,2.029936697777847992e+06,2.026823489423191175e+06
5.490962383976551349e-04,2.035721253084706608e+06,2.032599167260429589e+06
5.495847581827063844e-04,2.041523098003229359e+06,2.038392108158743242e+06
5.500732779677576338e-04,2.047342285768383648e+06,2.044202365271309158e+06
5.505617977528089917e-04,2.053178869778182358e+06,2.050029991914099315e+06
5.510503175378602412e-04,2.059032903594166040e+06,2.055875041566355852e+06
5.515388373229115990e-04,2.064904440941889770e+06,2.061737567871089792e+06
5.520273571079628485e-04,2.070793535711412318e+06,2.067617624635557644e+06
5.525158768930142064e-04,2.076700241957785096e+06,2.073515265831759200e+06
5.530043966780654558e-04,2.082624613901543664e+06,2.079430545596917858e+06
5.534929164631167053e-04,2.088566705929200631e+06,2.085363518233986804e+06
5.539814362481680632e-04,2.094526572593743214e+06,2.091314238212132826e+06
5.544699560332193126e-04,2.100504268615125678e+06,2.097282760167232715e+06
5.549584758182706705e-04,2.106499848880772479e+06,2.103269138902380131e+06
5.554469956033219200e-04,2.112513368446078151e+06,2.109273429388375953e+06
5.559355153883731695e-04,2.118544882534907665e+06,2.115295686764233746e+06
5.564240351734245273e-04,2.124594446540103294e+06,2.121335966337686405e+06
5.569125549584757768e-04,2.130662116023990326e+06,2.127394323585685808e+06
5.574010747435271347e-04,2.136747946718882769e+06,2.133470814154915046e+06
5.578895945285783841e-04,2.142851994527596049e+06,2.139565493862292264e+06
5.583781143136297420e-04,2.148974315523957834e+06,2.145678418695491739e+06
5.588666340986809915e-04,2.155114965953320730e+06,2.151809644813439809e+06
5.593551538837322409e-04,2.161274002233079169e+06,2.157959228546844795e+06
5.598436736687835988e-04,2.167451480953185819e+06,2.164127226398712024e+06
5.603321934538348483e-04,2.173647458876671735e+06,2.170313695044850465e+06
5.608207132388862062e-04,2.179861992940165102e+06,2.176518691334408242e+06
5.613092330239374556e-04,2.186095140254417900e+06,2.182742272290383466e+06
5.617977528089887051e-04,2.192346958104827907e+06,2.188984495110150892e+06
5.622862725940400630e-04,2.198617503951967228e+06,2.195245417165994644e+06
5.627747923790913124e-04,2.204906835432109423e+06,2.201525096005626023e+06
5.632633121641426703e-04,2.211215010357761756e+06,2.207823589352722745e+06
5.637518319491939198e-04,2.217542086718195118e+06,2.214140955107449554e+06
5.642403517342451692e-04,2.223888122679980472e+06,2.220477251347004902e+06
5.647288715192965271e-04,2.230253176587525290e+06,2.226832536326148082e+06
5.652173913043477766e-04,2.236637306963614188e+06,2.233206868477735203e+06
5.657059110893991345e-04,2.243040572509940248e+06,2.239600306413266342e+06
5.661944308744503839e-04,2.249463032107659150e+06,2.246012908923416398e+06
5.666829506595017418e-04,2.255904744817923754e+06,2.252444734978591558e+06
5.671714704445529913e-04,2.262365769882435445e+06,2.258895843729462009e+06
5.676599902296042407e-04,2.268846166723988950e+06,2.265366294507513288e+06
