r_m,FD_J,exact_J
1.890571568148509971e-04,3.239547091783751966e+05,3.234585625622179359e+05
1.895456765999023008e-04,3.243864325567193446e+05,3.238896231854128418e+05
1.900341963849535773e-04,3.248210501166047761e+05,3.243235735573862912e+05
1.905227161700048810e-04,3.252585703811261337e+05,3.247604221881869598e+05
1.910112359550561847e-04,3.256990018369659665e+05,3.252001775515064946e+05
1.914997557401074612e-04,3.261423529343410628e+05,3.256428480846265447e+05
1.919882755251587649e-04,3.265886320869558258e+05,3.260884421883721952e+05
1.924767953102100686e-04,3.270378476719640894e+05,3.265369682270727935e+05
1.929653150952613451e-04,3.274900080299346009e+05,3.269884345285289455e+05
1.934538348803126488e-04,3.279451214648262830e+05,3.274428493839867879e+05
1.939423546653639525e-04,3.284031962439686176e+05,3.279002210481190705e+05
1.944308744504152290e-04,3.288642405980496551e+05,3.283605577390123508e+05
1.949193942354665327e-04,3.293282627211100771e+05,3.288238676381619298e+05
1.954079140205178364e-04,3.297952707705448265e+05,3.292901588904728414e+05
1.958964338055691130e-04,3.302652728671106743e+05,3.297594396042678854e+05
1.963849535906204166e-04,3.307382770949415863e+05,3.302317178513025283e+05
1.968734733756717203e-04,3.312142915015693870e+05,3.307070016667857417e+05
1.973619931607229969e-04,3.316933240979526308e+05,3.311852990494092228e+05
1.978505129457743005e-04,3.321753828585111187e+05,3.316666179613813292e+05
1.983390327308256042e-04,3.326604757211679243e+05,3.321509663284688722e+05
1.988275525158768808e-04,3.331486105873970082e+05,3.326383520400451962e+05
1.993160723009281844e-04,3.336397953222786309e+05,3.331287829491453595e+05
1.998045920859794881e-04,3.341340377545606461e+05,3.336222668725270196e+05
2.002931118710307647e-04,3.346313456767263706e+05,3.341188115907388274e+05
2.007816316560820684e-04,3.351317268450699048e+05,3.346184248481945833e+05
2.012701514411333720e-04,3.356351889797761105e+05,3.351211143532544957e+05
2.017586712261846486e-04,3.361417397650094936e+05,3.356268877783124335e+05
2.022471910112359523e-04,3.366513868490075693e+05,3.361357527598905726e+05
2.027357107962872559e-04,3.371641378441816778e+05,3.366477168987388141e+05
2.032242305813385325e-04,3.376800003272238537e+05,3.371627877599424100e+05
2.037127503663898362e-04,3.381989818392202724e+05,3.376809728730345960e+05
2.042012701514411398e-04,3.387210898857706343e+05,3.382022797321161488e+05
2.046897899364924164e-04,3.392463319371142425e+05,3.387267157959814067e+05
2.051783097215437201e-04,3.397747154282620759e+05,3.392542884882498183e+05
2.056668295065950237e-04,3.403062477591354400e+05,3.397850051975043607e+05
2.061553492916463003e-04,3.408409362947103800e+05,3.403188732774356031e+05
2.066438690766976040e-04,3.413787883651677985e+05,3.408559000469925231e+05
2.071323888617489077e-04,3.419198112660510815e+05,3.413960927905385033e+05
2.076209086468001842e-04,3.424640122584280907e+05,3.419394587580141379e+05
2.081094284318514879e-04,3.430113985690600239e+05,3.424860051651056856e+05
2.085979482169027916e-04,3.435619773905765614e+05,3.430357391934193438e+05
2.090864680019540681e-04,3.441157558816556702e+05,3.435886679906613426e+05
2.095749877870053718e-04,3.446727411672107410e+05,3.441447986708242679e+05
2.100635075720566755e-04,3.452329403385820915e+05,3.447041383143794374e+05
2.105520273571079520e-04,3.457963604537349311e+05,3.452666939684730023e+05
2.110405471421592557e-04,3.463630085374630289e+05,3.458324726471303147e+05
2.115290669272105594e-04,3.469328915815980290e+05,3.464014813314644271e+05
2.120175867122618359e-04,3.475060165452235960e+05,3.469737269698905293e+05
2.125061064973131396e-04,3.480823903548963135e+05,3.475492164783462067e+05
2.129946262823644433e-04,3.486620199048705399e+05,3.481279567405153066e+05
2.134831460674157199e-04,3.492449120573302498e+05,3.487099546080603614e+05
2.139716658524670235e-04,3.498310736426247167e+05,3.492952169008578639e+05
2.144601856375183272e-04,3.504205114595108898e+05,3.498837504072389565e+05
2.149487054225696038e-04,3.510132322753992630e+05,3.504755618842366384e+05
2.154372252076209074e-04,3.516092428266067291e+05,3.510706580578373978e+05
2.159257449926722111e-04,3.522085498186131008e+05,3.516690456232375582e+05
2.164142647777234877e-04,3.528111599263229291e+05,3.522707312451040489e+05
2.169027845627747913e-04,3.534170797943336074e+05,3.528757215578435571e+05
2.173913043478260950e-04,3.540263160372059210e+05,3.534840231658709235e+05
2.178798241328773716e-04,3.546388752397417556e+05,3.540956426438874914e+05
2.183683439179286753e-04,3.552547639572653570e+05,3.547105865371616092e+05
2.188568637029799789e-04,3.558739887159091886e+05,3.553288613618146628e+05
2.193453834880312555e-04,3.564965560129050282e+05,3.559504736051100772e+05
2.198339032730825592e-04,3.571224723168789060e+05,3.565754297257501748e+05
2.203224230581338357e-04,3.577517440681516891e+05,3.572037361541741411e+05
2.208109428431851394e-04,3.583843776790424017e+05,3.578353992928622174e+05
2.212994626282364431e-04,3.590203795341776568e+05,3.584704255166445510e+05
2.217879824132877196e-04,3.596597559908039402e+05,3.591088211730116163e+05
2.222765021983390233e-04,3.603025133791051339e+05,3.597505925824327860e+05
2.227650219833903270e-04,3.609486580025231233e+05,3.603957460386770545e+05
2.232535417684416035e-04,3.615981961380837020e+05,3.610442878091359744e+05
2.237420615534929072e-04,3.622511340367258526e+05,3.616962241351539269e+05
2.242305813385442109e-04,3.629074779236342292e+05,3.623515612323612440e+05
2.247191011235954875e-04,3.635672339985771687e+05,3.630103052910086699e+05
2.252076209086467911e-04,3.642304084362467402e+05,3.636724624763100874e+05
2.256961406936980948e-04,3.648970073866039165e+05,3.643380389287854196e+05
2.261846604787493714e-04,3.655670369752263068e+05,3.650070407646074891e+05
2.266731802638006750e-04,3.662405033036601380e+05,3.656794740759551642e+05
2.271617000488519787e-04,3.669174124497753801e+05,3.663553449313665624e+05
2.276502198339032553e-04,3.675977704681248288e+05,3.670346593760966207e+05
2.281387396189545589e-04,3.682815833903053426e+05,3.677174234324815334e+05
2.286272594040058626e-04,3.689688572253239108e+05,3.684036431002998725e+05
2.291157791890571392e-04,3.696595979599658167e+05,3.690933243571428466e+05
2.296042989741084429e-04,3.703538115591661190e+05,3.697864731587846181e+05
2.300928187591597465e-04,3.710515039663846255e+05,3.704830954395562876e+05
2.305813385442110231e-04,3.717526811039833119e+05,3.711831971127232537e+05
2.310698583292623268e-04,3.724573488736069412e+05,3.718867840708649601e+05
2.315583781143136304e-04,3.731655131565673510e+05,3.725938621862584841e+05
2.320468978993649070e-04,3.738771798142276821e+05,3.733044373112630565e+05
2.325354176844162107e-04,3.745923546883934177e+05,3.740185152787087136e+05
2.330239374694675143e-04,3.753110436017026077e+05,3.747361019022878609e+05
2.335124572545187909e-04,3.760332523580200505e+05,3.754572029769478249e+05
2.340009770395700946e-04,3.767589867428343860e+05,3.761818242792869569e+05
2.344894968246213982e-04,3.774882525236561778e+05,3.769099715679544024e+05
2.349780166096726748e-04,3.782210554504203610e+05,3.776416505840480677e+05
2.354665363947239785e-04,3.789574012558886898e+05,3.783768670515199774e+05
2.359550561797752822e-04,3.796972956560562598e+05,3.791156266775803524e+05
2.364435759648265587e-04,3.804407443505588453e+05,3.798579351531049469e+05
2.369320957498778624e-04,3.811877530230833800e+05,3.806037981530440156e+05
2.374206155349291661e-04,3.819383273417796008e+05,3.813532213368351804e+05
2.379091353199804426e-04,3.826924729596732650e+05,3.821062103488142020e+05
2.383976551050317463e-04,3.834501955150832655e+05,3.828627708186319214e+05
2.388861748900830500e-04,3.842115006320374669e+05,3.836229083616704447e+05
2.393746946751343265e-04,3.849763939206931391e+05,3.843866285794614232e+05
2.398632144601856302e-04,3.857448809777572751e+05,3.851539370601068367e+05
2.403517342452369339e-04,3.865169673869087128e+05,3.859248393787003588e+05
2.408402540302882104e-04,3.872926587192228762e+05,3.866993410977500607e+05
2.413287738153395141e-04,3.880719605335960514e+05,3.874774477676048991e+05
2.418172936003908178e-04,3.888548783771728631e+05,3.882591649268781766e+05
2.423058133854420944e-04,3.896414177857739269e+05,3.890444981028772891e+05
2.427943331704933980e-04,3.904315842843256542e+05,3.898334528120319010e+05
2.432828529555447017e-04,3.912253833872901741e+05,3.906260345603217138e+05
2.437713727405959783e-04,3.920228205990968854e+05,3.914222488437099964e+05
2.442598925256472819e-04,3.928239014145756955e+05,3.922221011485742056e+05
2.447484123106985856e-04,3.936286313193899696e+05,3.930255969521393417e+05
2.452369320957498893e-04,3.944370157904717489e+05,3.938327417229121784e+05
2.457254518808011929e-04,3.952490602964563877e+05,3.946435409211145598e+05
2.462139716658524424e-04,3.960647702981194598e+05,3.954579999991213554e+05
2.467024914509037461e-04,3.968841512488135486e+05,3.962761244018937577e+05
2.471910112359550498e-04,3.977072085949059692e+05,3.970979195674199145e+05
2.476795310210063534e-04,3.985339477762166644e+05,3.979233909271490411e+05
2.481680508060576571e-04,3.993643742264577304e+05,3.987525439064328093e+05
2.486565705911089608e-04,4.001984933736724779e+05,3.995853839249607990e+05
2.491450903761602102e-04,4.010363106406754232e+05,4.004219163972021779e+05
2.496336101612115139e-04,4.018778314454919891e+05,4.012621467328449944e+05
2.501221299462628176e-04,4.027230612017998938e+05,4.021060803372347727e+05
2.506106497313141212e-04,4.035720053193693748e+05,4.029537226118156104e+05
2.510991695163654249e-04,4.044246692045051022e+05,4.038050789545706357e+05
2.515876893014166744e-04,4.052810582604865194e+05,4.046601547604629304e+05
2.520762090864679780e-04,4.061411778880097554e+05,4.055189554218754638e+05
2.525647288715192817e-04,4.070050334856294212e+05,4.063814863290517824e+05
2.530532486565705854e-04,4.078726304501992417e+05,4.072477528705390869e+05
2.535417684416218891e-04,4.087439741773145506e+05,4.081177604336251388e+05
2.540302882266731927e-04,4.096190700617533294e+05,4.089915144047830836e+05
2.545188080117244422e-04,4.104979234979168978e+05,4.098690201701094047e+05
2.550073277967757459e-04,4.113805398802721174e+05,4.107502831157653127e+05
2.554958475818270495e-04,4.122669246037913836e+05,4.116353086284166784e+05
2.559843673668783532e-04,4.131570830643938389e+05,4.125241020956745488e+05
2.564728871519296569e-04,4.140510206593852490e+05,4.134166689065345563e+05
2.569614069369809605e-04,4.149487427878986346e+05,4.143130144518153393e+05
2.574499267220322100e-04,4.158502548513328657e+05,4.152131441245983588e+05
2.579384465070835137e-04,4.167555622537924792e+05,4.161170633206660859e+05
2.584269662921348173e-04,4.176646704025257495e+05,4.170247774389403057e+05
2.589154860771861210e-04,4.185775847083633416e+05,4.179362918819185579e+05
2.594040058622374247e-04,4.194943105861552176e+05,4.188516120561118587e+05
2.598925256472887284e-04,4.204148534552076017e+05,4.197707433724804432e+05
2.603810454323399778e-04,4.213392187397198868e+05,4.206936912468689843e+05
2.608695652173912815e-04,4.222674118692189222e+05,4.216204611004423932e+05
2.613580850024425852e-04,4.231994382789945230e+05,4.225510583601190592e+05
2.618466047874938888e-04,4.241353034105335828e+05,4.234854884590043803e+05
2.623351245725451925e-04,4.250750127119527315e+05,4.244237568368229549e+05
2.628236443575964962e-04,4.260185716384307598e+05,4.253658689403515309e+05
2.633121641426477456e-04,4.269659856526405201e+05,4.263118302238479373e+05
2.638006839276990493e-04,4.279172602251784410e+05,4.272616461494820542e+05
2.642892037127503530e-04,4.288724008349952637e+05,4.282153221877644537e+05
2.647777234978016567e-04,4.298314129698235774e+05,4.291728638179742265e+05
2.652662432828529603e-04,4.307943021266057622e+05,4.301342765285859350e+05
2.657547630679042640e-04,4.317610738119205926e+05,4.310995658176948782e+05
2.662432828529555135e-04,4.327317335424080957e+05,4.320687371934431721e+05
2.667318026380068171e-04,4.337062868451944669e+05,4.330417961744416971e+05
2.672203224230581208e-04,4.346847392583141918e+05,4.340187482901935000e+05
2.677088422081094245e-04,4.356670963311334490e+05,4.349995990815146943e+05
2.681973619931607281e-04,4.366533636247692630e+05,4.359843541009554756e+05
2.686858817782120318e-04,4.376435467125101713e+05,4.369730189132171799e+05
2.691744015632632813e-04,4.386376511802335153e+05,4.379655990955712623e+05
2.696629213483145849e-04,4.396356826268229051e+05,4.389621002382753650e+05
2.701514411333658886e-04,4.406376466645834735e+05,4.399625279449872323e+05
2.706399609184171923e-04,4.416435489196566632e+05,4.409668878331806045e+05
2.711284807034684960e-04,4.426533950324327452e+05,4.419751855345547083e+05
2.716170004885197996e-04,4.436671906579619390e+05,4.429874266954470077e+05
2.721055202735710491e-04,4.446849414663652424e+05,4.440036169772421126e+05
2.725940400586223528e-04,4.457066531432428746e+05,4.450237620567802223e+05
2.730825598436736564e-04,4.467323313900810899e+05,4.460478676267621340e+05
2.735710796287249601e-04,4.477619819246581174e+05,4.470759393961566966e+05
2.740595994137762638e-04,4.487956104814487044e+05,4.481079830906028510e+05
2.745481191988275674e-04,4.498332228120263317e+05,4.491440044528116123e+05
2.750366389838788169e-04,4.508748246854647296e+05,4.501840092429676442e+05
2.755251587689301206e-04,4.519204218887372408e+05,4.512280032391275163e+05
2.760136785539814243e-04,4.529700202271147864e+05,4.522759922376173781e+05
2.765021983390327279e-04,4.540236255245629582e+05,4.533279820534283645e+05
2.769907181240840316e-04,4.550812436241354444e+05,4.543839785206117667e+05
2.774792379091353353e-04,4.561428803883691435e+05,4.554439874926708289e+05
2.779677576941865847e-04,4.572085416996739805e+05,4.565080148429515539e+05
2.784562774792378884e-04,4.582782334607240628e+05,4.575760664650331018e+05
2.789447972642891921e-04,4.593519615948452265e+05,4.586481482731142314e+05
2.794333170493404957e-04,4.604297320464017685e+05,4.597242662023996236e+05
2.799218368343917994e-04,4.615115507811814896e+05,4.608044262094853912e+05
2.804103566194431031e-04,4.625974237867787015e+05,4.618886342727395822e+05
2.808988764044943525e-04,4.636873570729757776e+05,4.629768963926841388e+05
2.813873961895456562e-04,4.647813566721227253e+05,4.640692185923747020e+05
2.818759159745969599e-04,4.658794286395151285e+05,4.651656069177764002e+05
2.823644357596482636e-04,4.669815790537705179e+05,4.662660674381412682e+05
2.828529555446995672e-04,4.680878140172031126e+05,4.673706062463804265e+05
2.833414753297508709e-04,4.691981396561955917e+05,4.684792294594371924e+05
2.838299951148021204e-04,4.703125621215709834e+05,4.695919432186578051e+05
2.843185148998534240e-04,4.714310875889614108e+05,4.707087536901584826e+05
2.848070346849047277e-04,4.725537222591749160e+05,4.718296670651939930e+05
2.852955544699560314e-04,4.736804723585624015e+05,4.729546895605211612e+05
2.857840742550073350e-04,4.748113441393793910e+05,4.740838274187630159e+05
2.862725940400586387e-04,4.759463438801497687e+05,4.752170869087692699e+05
2.867611138251098882e-04,4.770854778860248043e+05,4.763544743259777315e+05
2.872496336101611918e-04,4.782287524891414796e+05,4.774959959927682648e+05
2.877381533952124955e-04,4.793761740489797085e+05,4.786416582588236779e+05
2.882266731802637992e-04,4.805277489527156577e+05,4.797914675014791428e+05
2.887151929653151029e-04,4.816834836155756493e+05,4.809454301260772627e+05
2.892037127503664065e-04,4.828433844811865711e+05,4.821035525663178414e+05
2.896922325354176560e-04,4.840074580219248310e+05,4.832658412846053834e+05
2.901807523204689597e-04,4.851757107392640901e+05,4.844323027723977575e+05
2.906692721055202633e-04,4.863481491641201428e+05,4.856029435505493893e+05
2.911577918905715670e-04,4.875247798571948078e+05,4.867777701696542790e+05
2.916463116756228707e-04,4.887056094093173742e+05,4.879567892103886697e+05
2.921348314606741743e-04,4.898906444417845341e+05,4.891400072838488850e+05
2.926233512457254238e-04,4.910798916066981037e+05,4.903274310318885255e+05
2.931118710307767275e-04,4.922733575873018708e+05,4.915190671274568886e+05
2.936003908158280312e-04,4.934710490983152413e+05,4.927149222749288892e+05
2.940889106008793348e-04,4.946729728862656048e+05,4.939150032104394049e+05
2.945774303859306385e-04,4.958791357298193616e+05,4.951193167022127891e+05
2.950659501709819422e-04,4.970895444401105633e+05,4.963278695508911624e+05
2.955544699560331916e-04,4.983042058610670501e+05,4.975406685898600845e+05
2.960429897410844953e-04,4.995231268697370542e+05,4.987577206855748082e+05
2.965315095261357990e-04,5.007463143766106223e+05,4.999790327378806542e+05
2.970200293111871026e-04,5.019737753259422607e+05,5.012046116803363548e+05
2.975085490962384063e-04,5.032055166960703209e+05,5.024344644805305870e+05
2.979970688812897100e-04,5.044415454997334746e+05,5.036685981404016493e+05
2.984855886663409594e-04,5.056818687843883527e+05,5.049070196965506184e+05
2.989741084513922631e-04,5.069264936325222370e+05,5.061497362205567188e+05
2.994626282364435668e-04,5.081754271619661013e+05,5.073967548192875111e+05
2.999511480214948705e-04,5.094286765262045665e+05,5.086480826352105942e+05
3.004396678065461741e-04,5.106862489146844600e+05,5.099037268467000686e+05
3.009281875915974778e-04,5.119481515531223267e+05,5.111636946683434071e+05
3.014167073766487273e-04,5.132143917038080981e+05,5.124279933512465213e+05
3.019052271617000309e-04,5.144849766659097513e+05,5.136966301833361504e+05
3.023937469467513346e-04,5.157599137757737190e+05,5.149696124896605616e+05
3.028822667318026383e-04,5.170392104072248330e+05,5.162469476326890290e+05
3.033707865168539419e-04,5.183228739718642901e+05,5.175286430126086925e+05
3.038593063019052456e-04,5.196109119193658116e+05,5.188147060676217079e+05
3.043478260869564951e-04,5.209033317377698258e+05,5.201051442742362269e+05
3.048363458720077987e-04,5.222001409537757281e+05,5.213999651475623832e+05
3.053248656570591024e-04,5.235013471330333850e+05,5.226991762416002457e+05
3.058133854421104061e-04,5.248069578804319026e+05,5.240027851495268987e+05
3.063019052271617098e-04,5.261169808403867064e+05,5.253107995039883535e+05
3.067904250122130134e-04,5.274314236971256323e+05,5.266232269773798762e+05
3.072789447972642629e-04,5.287502941749725724e+05,5.279400752821313217e+05
3.077674645823155666e-04,5.300736000386297237e+05,5.292613521709905472e+05
3.082559843673668702e-04,5.314013490934588481e+05,5.305870654373001307e+05
3.087445041524181739e-04,5.327335491857585730e+05,5.319172229152785148e+05
3.092330239374694776e-04,5.340702082030432066e+05,5.332518324802953284e+05
3.097215437225207812e-04,5.354113340743168956e+05,5.345909020491479896e+05
3.102100635075720307e-04,5.367569347703480162e+05,5.359344395803327207e+05
3.106985832926233344e-04,5.381070183039418189e+05,5.372824530743187061e+05
3.111871030776746381e-04,5.394615927302101627e+05,5.386349505738168955e+05
3.116756228627259417e-04,5.408206661468411330e+05,5.399919401640483411e+05
3.121641426477772454e-04,5.421842466943652835e+05,5.413534299730121857e+05
3.126526624328284949e-04,5.435523425564229256e+05,5.427194281717500417e+05
3.131411822178797985e-04,5.449249619600266451e+05,5.440899429746092064e+05
3.136297020029311022e-04,5.463021131758248666e+05,5.454649826395071577e+05
3.141182217879824059e-04,5.476838045183616923e+05,5.468445554681887152e+05
3.146067415730337095e-04,5.490700443463375559e+05,5.482286698064875090e+05
3.150952613580850132e-04,5.504608410628658021e+05,5.496173340445817448e+05
3.155837811431362627e-04,5.518562031157298479e+05,5.510105566172510153e+05
3.160723009281875663e-04,5.532561389976369683e+05,5.524083460041309008e+05
3.165608207132388700e-04,5.546606572464724304e+05,5.538107107299646595e+05
3.170493404982901737e-04,5.560697664455499034e+05,5.552176593648549169e+05
3.175378602833414774e-04,5.574834752238633810e+05,5.566292005245139590e+05
3.180263800683927810e-04,5.589017922563343309e+05,5.580453428705116967e+05
3.185148998534440305e-04,5.603247262640595436e+05,5.594660951105217682e+05
3.190034196384953342e-04,5.617522860145563027e+05,5.608914659985688049e+05
3.194919394235466378e-04,5.631844803220075555e+05,5.623214643352683634e+05
3.199804592085979415e-04,5.646213180475038243e+05,5.637560989680745406e+05
3.204689789936492452e-04,5.660628080992848845e+05,5.651953787915175781e+05
3.209574987787005488e-04,5.675089594329799293e+05,5.666393127474444918e+05
3.214460185637517983e-04,5.689597810518457554e+05,5.680879098252556287e+05
3.219345383488031020e-04,5.704152820070044836e+05,5.695411790621450637e+05
3.224230581338544056e-04,5.718754713976784842e+05,5.709991295433326159e+05
3.229115779189057093e-04,5.733403583714255365e+05,5.724617704022990074e+05
3.234000977039570130e-04,5.748099521243714262e+05,5.739291108210189268e+05
3.238886174890083167e-04,5.762842619014414959e+05,5.754011600301915314e+05
3.243771372740595661e-04,5.777632969965913799e+05,5.768779273094712989e+05
3.248656570591108698e-04,5.792470667530361097e+05,5.783594219876964344e+05
3.253541768441621735e-04,5.807355805634770077e+05,5.798456534431156470e+05
3.258426966292134771e-04,5.822288478703291621e+05,5.813366311036149273e+05
3.263312164142647808e-04,5.837268781659454107e+05,5.828323644469410647e+05
3.268197361993160845e-04,5.852296809928411385e+05,5.843328630009280751e+05
3.273082559843673339e-04,5.867372659439161653e+05,5.858381363437147811e+05
3.277967757694186376e-04,5.882496426626768662e+05,5.873481941039712401e+05
3.282852955544699413e-04,5.897668208434551489e+05,5.888630459611138795e+05
3.287738153395212450e-04,5.912888102316281293e+05,5.903827016455256380e+05
3.292623351245725486e-04,5.928156206238354789e+05,5.919071709387747105e+05
3.297508549096238523e-04,5.943472618681958411e+05,5.934364636738287518e+05
3.302393746946751018e-04,5.958837438645225484e+05,5.949705897352698958e+05
3.307278944797264054e-04,5.974250765645368956e+05,5.965095590595102403e+05
3.312164142647777091e-04,5.989712699720816454e+05,5.980533816350017441e+05
3.317049340498290128e-04,6.005223341433320893e+05,5.996020675024508964e+05
3.321934538348803164e-04,6.020782791870083893e+05,6.011556267550255870e+05
3.326819736199316201e-04,6.036391152645825641e+05,6.027140695385673316e+05
3.331704934049828696e-04,6.052048525904889684e+05,6.042774060517967446e+05
3.336590131900341732e-04,6.067755014323305804e+05,6.058456465465229703e+05
3.341475329750854769e-04,6.083510721110852901e+05,6.074188013278477592e+05
3.346360527601367806e-04,6.099315750013113720e+05,6.089968807543705916e+05
3.351245725451880843e-04,6.115170205313510960e+05,6.105798952383931028e+05
3.356130923302393879e-04,6.131074191835338715e+05,6.121678552461201325e+05
3.361016121152906374e-04,6.147027814943785779e+05,6.137607712978650816e+05
3.365901319003419411e-04,6.163031180547939148e+05,6.153586539682456059e+05
3.370786516853932447e-04,6.179084395102782873e+05,6.169615138863865286e+05
3.375671714704445484e-04,6.195187565611200407e+05,6.185693617361186771e+05
3.380556912554958521e-04,6.211340799625937361e+05,6.201822082561734132e+05
3.385442110405471557e-04,6.227544205251577077e+05,6.218000642403832171e+05
3.390327308255984052e-04,6.243797891146506881e+05,6.234229405378743540e+05
3.395212506106497089e-04,6.260101966524859890e+05,6.250508480532630347e+05
3.400097703957010126e-04,6.276456541158459149e+05,6.266837977468499448e+05
3.404982901807523162e-04,6.292861725378752453e+05,6.283218006348104682e+05
3.409868099658036199e-04,6.309317630078728544e+05,6.299648677893899148e+05
3.414753297508549236e-04,6.325824366714837961e+05,6.316130103390919976e+05
3.419638495359061730e-04,6.342382047308891779e+05,6.332662394688701024e+05
3.424523693209574767e-04,6.358990784449962666e+05,6.349245664203176275e+05
3.429408891060087804e-04,6.375650691296271980e+05,6.365880024918542476e+05
3.434294088910600840e-04,6.392361881577064050e+05,6.382565590389157878e+05
3.439179286761113877e-04,6.409124469594479306e+05,6.399302474741379265e+05
3.444064484611626914e-04,6.425938570225414587e+05,6.416090792675456032e+05
3.448949682462139408e-04,6.442804298923386959e+05,6.432930659467366058e+05
3.453834880312652445e-04,6.459721771720357938e+05,6.449822190970651573e+05
3.458720078163165482e-04,6.476691105228599627e+05,6.466765503618258517e+05
3.463605276013678519e-04,6.493712416642499156e+05,6.483760714424379403e+05
3.468490473864191555e-04,6.510785823740400374e+05,6.500807940986242611e+05
3.473375671714704592e-04,6.527911444886404788e+05,6.517907301485952921e+05
3.478260869565217087e-04,6.545089399032185320e+05,6.535058914692285471e+05
3.483146067415730123e-04,6.562319805718793068e+05,6.552262899962475058e+05
3.488031265266243160e-04,6.579602785078434972e+05,6.569519377244022908e+05
3.492916463116756197e-04,6.596938457836272428e+05,6.586828467076474335e+05
3.497801660967269233e-04,6.614326945312193129e+05,6.604190290593167301e+05
3.502686858817782270e-04,6.631768369422589894e+05,6.621604969523060136e+05
3.507572056668294765e-04,6.649262852682115044e+05,6.639072626192425378e+05
3.512457254518807801e-04,6.666810518205452245e+05,6.656593383526675170e+05
3.517342452369320838e-04,6.684411489709054586e+05,6.674167365052041132e+05
3.522227650219833875e-04,6.702065891512900125e+05,6.691794694897374138e+05
3.527112848070346912e-04,6.719773848542229971e+05,6.709475497795846313e+05
3.531998045920859948e-04,6.737535486329279374e+05,6.727209899086696096e+05
3.536883243771372443e-04,6.755350931015004171e+05,6.744998024716955842e+05
3.541768441621885480e-04,6.773220309350800235e+05,6.762840001243157312e+05
3.546653639472398516e-04,6.791143748700219439e+05,6.780735955833054613e+05
3.551538837322911553e-04,6.809121377040687948e+05,6.798686016267322702e+05
3.556424035173424590e-04,6.827153322965197731e+05,6.816690310941266362e+05
3.561309233023937626e-04,6.845239715684010880e+05,6.834748968866515206e+05
3.566194430874450121e-04,6.863380685026348801e+05,6.852862119672709377e+05
3.571079628724963158e-04,6.881576361442087218e+05,6.871029893609182909e+05
3.575964826575476195e-04,6.899826876003431389e+05,6.889252421546649421e+05
3.580850024425989231e-04,6.918132360406588996e+05,6.907529834978886647e+05
3.585735222276502268e-04,6.936492946973462822e+05,6.925862266024370911e+05
3.590620420127015305e-04,6.954908768653296866e+05,6.944249847427982604e+05
3.595505617977527799e-04,6.973379959024348063e+05,6.962692712562641827e+05
3.600390815828040836e-04,6.991906652295539388e+05,6.981190995430984767e+05
3.605276013678553873e-04,7.010488983308119932e+05,6.999744830666974885e+05
3.610161211529066909e-04,7.029127087537308689e+05,7.018354353537594434e+05
3.615046409379579946e-04,7.047821101093945326e+05,7.037019699944467284e+05
3.619931607230092983e-04,7.066571160726126982e+05,7.055741006425481755e+05
3.624816805080605477e-04,7.085377403820834588e+05,7.074518410156465834e+05
3.629702002931118514e-04,7.104239968405580148e+05,7.093352048952755285e+05
3.634587200781631551e-04,7.123158993150031893e+05,7.112242061270884005e+05
3.639472398632144588e-04,7.142134617367634783e+05,7.131188586210160283e+05
3.644357596482657624e-04,7.161166981017225189e+05,7.150191763514309423e+05
3.649242794333170661e-04,7.180256224704665365e+05,7.169251733573079109e+05
3.654127992183683156e-04,7.199402489684438333e+05,7.188368637423838954e+05
3.659013190034196192e-04,7.218605917861271882e+05,7.207542616753216134e+05
3.663898387884709229e-04,7.237866651791735785e+05,7.226773813898673980e+05
3.668783585735222266e-04,7.257184834685847163e+05,7.246062371850132477e+05
3.673668783585735302e-04,7.276560610408675857e+05,7.265408434251545696e+05
3.678553981436248339e-04,7.295994123481942806e+05,7.284812145402512979e+05
3.683439179286760834e-04,7.315485519085595151e+05,7.304273650259858696e+05
3.688324377137273870e-04,7.335034943059429061e+05,7.323793094439236447e+05
3.693209574987786907e-04,7.354642541904653190e+05,7.343370624216697179e+05
3.698094772838299944e-04,7.374308462785482407e+05,7.363006386530299205e+05
3.702979970688812981e-04,7.394032853530728025e+05,7.382700528981650714e+05
3.707865168539326017e-04,7.413815862635368248e+05,7.402453199837516295e+05
3.712750366389838512e-04,7.433657639262138400e+05,7.422264548031389713e+05
3.717635564240351549e-04,7.453558333243092056e+05,7.442134723165071337e+05
3.722520762090864585e-04,7.473518095081185456e+05,7.462063875510221114e+05
3.727405959941377622e-04,7.493537075951851439e+05,7.482052156009942992e+05
3.732291157791890659e-04,7.513615427704558242e+05,7.502099716280354187e+05
3.737176355642403696e-04,7.533753302864389261e+05,7.522206708612138173e+05
3.742061553492916190e-04,7.553950854633604176e+05,7.542373285972125595e+05
3.746946751343429227e-04,7.574208236893205903e+05,7.562599602004837943e+05
3.751831949193942264e-04,7.594525604204497067e+05,7.582885811034061480e+05
3.756717147044455300e-04,7.614903111810649280e+05,7.603232068064415362e+05
3.761602344894968337e-04,7.635340915638259612e+05,7.623638528782868525e+05
3.766487542745480832e-04,7.655839172298904741e+05,7.644105349560346222e+05
3.771372740595993868e-04,7.676398039090706734e+05,7.664632687453245744e+05
3.776257938446506905e-04,7.697017673999882536e+05,7.685220700205019675e+05
3.781143136297019942e-04,7.717698235702296952e+05,7.705869546247697435e+05
